stage,step,tau,sigma_tau,mse_x1,task,image,method
1,7,0.777,nan,495915.6875,superresolution,crane_structure,wls
1,8,0.888,nan,1850127.375,superresolution,crane_structure,wls
1,9,0.999,nan,7946199.0,superresolution,crane_structure,wls
2,0,0.0,nan,3273272.0,superresolution,crane_structure,wls
2,1,0.111,nan,4589481.0,superresolution,crane_structure,wls
2,2,0.222,nan,6748591.0,superresolution,crane_structure,wls
2,3,0.333,nan,10393783.0,superresolution,crane_structure,wls
2,4,0.444,nan,16722632.0,superresolution,crane_structure,wls
2,5,0.555,nan,27993472.0,superresolution,crane_structure,wls
2,6,0.666,nan,48493144.0,superresolution,crane_structure,wls
2,7,0.777,nan,86350208.0,superresolution,crane_structure,wls
2,8,0.888,nan,156822256.0,superresolution,crane_structure,wls
2,9,0.999,nan,287982912.0,superresolution,crane_structure,wls
3,0,0.0,nan,155419536.0,superresolution,crane_structure,wls
3,1,0.111,nan,154419680.0,superresolution,crane_structure,wls
3,2,0.222,nan,153545152.0,superresolution,crane_structure,wls
3,3,0.333,nan,152769712.0,superresolution,crane_structure,wls
3,4,0.444,nan,152057872.0,superresolution,crane_structure,wls
3,5,0.555,nan,151370048.0,superresolution,crane_structure,wls
3,6,0.666,nan,150664992.0,superresolution,crane_structure,wls
3,7,0.777,nan,149907648.0,superresolution,crane_structure,wls
3,8,0.888,nan,149125760.0,superresolution,crane_structure,wls
3,9,0.999,nan,149125040.0,superresolution,crane_structure,wls
0,0,0.0,nan,0.041182320564985275,superresolution,crane_structure,model
0,1,0.111,nan,0.04202422499656677,superresolution,crane_structure,model
0,2,0.222,nan,0.035319339483976364,superresolution,crane_structure,model
0,3,0.333,nan,0.022879375144839287,superresolution,crane_structure,model
0,4,0.444,nan,0.011533470824360847,superresolution,crane_structure,model
0,5,0.555,nan,0.008820287883281708,superresolution,crane_structure,model
0,6,0.666,nan,0.005794445984065533,superresolution,crane_structure,model
0,7,0.777,nan,0.00502102542668581,superresolution,crane_structure,model
0,8,0.888,nan,0.005523247644305229,superresolution,crane_structure,model
0,9,0.999,nan,0.004787861835211515,superresolution,crane_structure,model
1,0,0.0,nan,0.025877540931105614,superresolution,crane_structure,model
1,1,0.111,nan,0.025997420772910118,superresolution,crane_structure,model
1,2,0.222,nan,0.023032700642943382,superresolution,crane_structure,model
1,3,0.333,nan,0.021261272951960564,superresolution,crane_structure,model
1,4,0.444,nan,0.02198450267314911,superresolution,crane_structure,model
1,5,0.555,nan,0.022162050008773804,superresolution,crane_structure,model
1,6,0.666,nan,0.020408283919095993,superresolution,crane_structure,model
1,7,0.777,nan,0.018518954515457153,superresolution,crane_structure,model
1,8,0.888,nan,0.016185199841856956,superresolution,crane_structure,model
1,9,0.999,nan,0.01647367887198925,superresolution,crane_structure,model
2,0,0.0,nan,0.04429401457309723,superresolution,crane_structure,model
2,1,0.111,nan,0.047475527971982956,superresolution,crane_structure,model
2,2,0.222,nan,0.04661332815885544,superresolution,crane_structure,model
2,3,0.333,nan,0.04528524726629257,superresolution,crane_structure,model
2,4,0.444,nan,0.04435279220342636,superresolution,crane_structure,model
2,5,0.555,nan,0.04381256923079491,superresolution,crane_structure,model
2,6,0.666,nan,0.044159114360809326,superresolution,crane_structure,model
2,7,0.777,nan,0.045981358736753464,superresolution,crane_structure,model
2,8,0.888,nan,0.04792861267924309,superresolution,crane_structure,model
2,9,0.999,nan,0.050678543746471405,superresolution,crane_structure,model
3,0,0.0,nan,0.06609662622213364,superresolution,crane_structure,model
3,1,0.111,nan,0.06678485870361328,superresolution,crane_structure,model
3,2,0.222,nan,0.06802624464035034,superresolution,crane_structure,model
3,3,0.333,nan,0.0691562071442604,superresolution,crane_structure,model
3,4,0.444,nan,0.07019191980361938,superresolution,crane_structure,model
3,5,0.555,nan,0.07096374034881592,superresolution,crane_structure,model
3,6,0.666,nan,0.0715063065290451,superresolution,crane_structure,model
3,7,0.777,nan,0.07176703214645386,superresolution,crane_structure,model
3,8,0.888,nan,0.07184510678052902,superresolution,crane_structure,model
3,9,0.999,nan,0.07184363901615143,superresolution,crane_structure,model
0,0,0.0,1.0,0.01953684352338314,superresolution,crane_structure,alg2
0,1,0.111,0.9722500000000001,0.019428983330726624,superresolution,crane_structure,alg2
0,2,0.222,0.9445,0.019397659227252007,superresolution,crane_structure,alg2
0,3,0.333,0.9167500000000001,0.019278964027762413,superresolution,crane_structure,alg2
0,4,0.444,0.889,0.01877133548259735,superresolution,crane_structure,alg2
0,5,0.555,0.86125,0.019077954813838005,superresolution,crane_structure,alg2
0,6,0.666,0.8335,0.019218284636735916,superresolution,crane_structure,alg2
0,7,0.777,0.80575,0.019382013007998466,superresolution,crane_structure,alg2
0,8,0.888,0.778,0.019510099664330482,superresolution,crane_structure,alg2
0,9,0.999,0.75025,0.019567884504795074,superresolution,crane_structure,alg2
1,0,0.0,0.8571428571428572,0.06255318224430084,superresolution,crane_structure,alg2
1,1,0.111,0.8175000000000001,0.06331247091293335,superresolution,crane_structure,alg2
1,2,0.222,0.7778571428571429,0.06338206678628922,superresolution,crane_structure,alg2
1,3,0.333,0.7382142857142858,0.061819009482860565,superresolution,crane_structure,alg2
1,4,0.444,0.6985714285714286,0.06097966432571411,superresolution,crane_structure,alg2
1,5,0.555,0.6589285714285714,0.06089688837528229,superresolution,crane_structure,alg2
1,6,0.666,0.6192857142857142,0.06153872609138489,superresolution,crane_structure,alg2
1,7,0.777,0.5796428571428571,0.06165384501218796,superresolution,crane_structure,alg2
1,8,0.888,0.54,0.060489945113658905,superresolution,crane_structure,alg2
1,9,0.999,0.5003571428571428,0.06063751131296158,superresolution,crane_structure,alg2
2,0,0.0,0.6666666666666667,32.65039825439453,superresolution,crane_structure,alg2
2,1,0.111,0.6204166666666668,70.34537506103516,superresolution,crane_structure,alg2
2,2,0.222,0.5741666666666667,32.39496994018555,superresolution,crane_structure,alg2
2,3,0.333,0.5279166666666668,15.658197402954102,superresolution,crane_structure,alg2
2,4,0.444,0.48166666666666674,8.048219680786133,superresolution,crane_structure,alg2
2,5,0.555,0.4354166666666667,4.442025184631348,superresolution,crane_structure,alg2
2,6,0.666,0.38916666666666666,2.7126309871673584,superresolution,crane_structure,alg2
2,7,0.777,0.34291666666666665,1.7629790306091309,superresolution,crane_structure,alg2
2,8,0.888,0.2966666666666667,1.229582667350769,superresolution,crane_structure,alg2
2,9,0.999,0.2504166666666667,0.9159336090087891,superresolution,crane_structure,alg2
3,0,0.0,0.3999999999999999,1.6024678945541382,superresolution,crane_structure,alg2
3,1,0.111,0.3555999999999999,1.3308415412902832,superresolution,crane_structure,alg2
3,2,0.222,0.3111999999999999,1.1420994997024536,superresolution,crane_structure,alg2
3,3,0.333,0.2668,1.0074881315231323,superresolution,crane_structure,alg2
3,4,0.444,0.22239999999999996,0.9217365980148315,superresolution,crane_structure,alg2
3,5,0.555,0.17799999999999994,0.8726667761802673,superresolution,crane_structure,alg2
3,6,0.666,0.13359999999999997,0.849575936794281,superresolution,crane_structure,alg2
3,7,0.777,0.08919999999999997,0.8395172953605652,superresolution,crane_structure,alg2
3,8,0.888,0.044799999999999986,0.8377344012260437,superresolution,crane_structure,alg2
3,9,0.999,0.0004000000000000003,0.8377344012260437,superresolution,crane_structure,alg2
0,0,0.0,nan,3.0421557426452637,superresolution,ibex_horns,wls
0,1,0.111,nan,3.7058186531066895,superresolution,ibex_horns,wls
0,2,0.222,nan,5.11237096786499,superresolution,ibex_horns,wls
0,3,0.333,nan,8.107349395751953,superresolution,ibex_horns,wls
0,4,0.444,nan,13.539590835571289,superresolution,ibex_horns,wls
0,5,0.555,nan,39.87009048461914,superresolution,ibex_horns,wls
0,6,0.666,nan,123.7666015625,superresolution,ibex_horns,wls
0,7,0.777,nan,426.3226318359375,superresolution,ibex_horns,wls
0,8,0.888,nan,1815.25244140625,superresolution,ibex_horns,wls
0,9,0.999,nan,10181.04296875,superresolution,ibex_horns,wls
1,0,0.0,nan,1890.578125,superresolution,ibex_horns,wls
1,1,0.111,nan,2928.986083984375,superresolution,ibex_horns,wls
1,2,0.222,nan,5062.10693359375,superresolution,ibex_horns,wls
1,3,0.333,nan,9810.9091796875,superresolution,ibex_horns,wls
1,4,0.444,nan,21479.91015625,superresolution,ibex_horns,wls
1,5,0.555,nan,53413.1484375,superresolution,ibex_horns,wls
1,6,0.666,nan,151549.703125,superresolution,ibex_horns,wls
1,7,0.777,nan,492350.1875,superresolution,ibex_horns,wls
1,8,0.888,nan,1836966.0,superresolution,ibex_horns,wls
1,9,0.999,nan,7889812.0,superresolution,ibex_horns,wls
2,0,0.0,nan,3249852.5,superresolution,ibex_horns,wls
2,1,0.111,nan,4556678.0,superresolution,ibex_horns,wls
2,2,0.222,nan,6700383.0,superresolution,ibex_horns,wls
2,3,0.333,nan,10319534.0,superresolution,ibex_horns,wls
2,4,0.444,nan,16603118.0,superresolution,ibex_horns,wls
2,5,0.555,nan,27793212.0,superresolution,ibex_horns,wls
2,6,0.666,nan,48145760.0,superresolution,ibex_horns,wls
2,7,0.777,nan,85730656.0,superresolution,ibex_horns,wls
2,8,0.888,nan,155695152.0,superresolution,ibex_horns,wls
2,9,0.999,nan,285909760.0,superresolution,ibex_horns,wls
3,0,0.0,nan,154299456.0,superresolution,ibex_horns,wls
3,1,0.111,nan,153306720.0,superresolution,ibex_horns,wls
3,2,0.222,nan,152438320.0,superresolution,ibex_horns,wls
3,3,0.333,nan,151668320.0,superresolution,ibex_horns,wls
3,4,0.444,nan,150961440.0,superresolution,ibex_horns,wls
3,5,0.555,nan,150278400.0,superresolution,ibex_horns,wls
3,6,0.666,nan,149578288.0,superresolution,ibex_horns,wls
3,7,0.777,nan,148826352.0,superresolution,ibex_horns,wls
3,8,0.888,nan,148050032.0,superresolution,ibex_horns,wls
3,9,0.999,nan,148049312.0,superresolution,ibex_horns,wls
0,0,0.0,nan,0.018807141110301018,superresolution,ibex_horns,model
0,1,0.111,nan,0.018440820276737213,superresolution,ibex_horns,model
0,2,0.222,nan,0.01997068151831627,superresolution,ibex_horns,model
0,3,0.333,nan,0.019520824775099754,superresolution,ibex_horns,model
0,4,0.444,nan,0.016393326222896576,superresolution,ibex_horns,model
0,5,0.555,nan,0.013914371840655804,superresolution,ibex_horns,model
0,6,0.666,nan,0.011498543433845043,superresolution,ibex_horns,model
0,7,0.777,nan,0.009171204641461372,superresolution,ibex_horns,model
0,8,0.888,nan,0.007466187234967947,superresolution,ibex_horns,model
0,9,0.999,nan,0.006449736189097166,superresolution,ibex_horns,model
1,0,0.0,nan,0.03487886115908623,superresolution,ibex_horns,model
1,1,0.111,nan,0.03827979788184166,superresolution,ibex_horns,model
1,2,0.222,nan,0.03372914716601372,superresolution,ibex_horns,model
1,3,0.333,nan,0.02640213631093502,superresolution,ibex_horns,model
1,4,0.444,nan,0.0226652380079031,superresolution,ibex_horns,model
1,5,0.555,nan,0.01918403059244156,superresolution,ibex_horns,model
1,6,0.666,nan,0.017002616077661514,superresolution,ibex_horns,model
1,7,0.777,nan,0.015554990619421005,superresolution,ibex_horns,model
1,8,0.888,nan,0.014715831726789474,superresolution,ibex_horns,model
1,9,0.999,nan,0.01525184791535139,superresolution,ibex_horns,model
2,0,0.0,nan,0.032262787222862244,superresolution,ibex_horns,model
2,1,0.111,nan,0.033158011734485626,superresolution,ibex_horns,model
2,2,0.222,nan,0.032766520977020264,superresolution,ibex_horns,model
2,3,0.333,nan,0.031016390770673752,superresolution,ibex_horns,model
2,4,0.444,nan,0.030291445553302765,superresolution,ibex_horns,model
2,5,0.555,nan,0.02985602244734764,superresolution,ibex_horns,model
2,6,0.666,nan,0.029539000242948532,superresolution,ibex_horns,model
2,7,0.777,nan,0.02985323965549469,superresolution,ibex_horns,model
2,8,0.888,nan,0.030551014468073845,superresolution,ibex_horns,model
2,9,0.999,nan,0.0315404012799263,superresolution,ibex_horns,model
3,0,0.0,nan,0.041587356477975845,superresolution,ibex_horns,model
3,1,0.111,nan,0.04196660965681076,superresolution,ibex_horns,model
3,2,0.222,nan,0.0424514040350914,superresolution,ibex_horns,model
3,3,0.333,nan,0.04273071140050888,superresolution,ibex_horns,model
3,4,0.444,nan,0.04320283979177475,superresolution,ibex_horns,model
3,5,0.555,nan,0.04350988194346428,superresolution,ibex_horns,model
3,6,0.666,nan,0.04372493550181389,superresolution,ibex_horns,model
3,7,0.777,nan,0.043869055807590485,superresolution,ibex_horns,model
3,8,0.888,nan,0.04388310760259628,superresolution,ibex_horns,model
3,9,0.999,nan,0.04388163611292839,superresolution,ibex_horns,model
0,0,0.0,1.0,0.027260785922408104,superresolution,ibex_horns,alg2
0,1,0.111,0.9722500000000001,0.027529945597052574,superresolution,ibex_horns,alg2
0,2,0.222,0.9445,0.02758113667368889,superresolution,ibex_horns,alg2
0,3,0.333,0.9167500000000001,0.02783125452697277,superresolution,ibex_horns,alg2
0,4,0.444,0.889,0.02713097631931305,superresolution,ibex_horns,alg2
0,5,0.555,0.86125,0.026743827387690544,superresolution,ibex_horns,alg2
0,6,0.666,0.8335,0.0271841399371624,superresolution,ibex_horns,alg2
0,7,0.777,0.80575,0.027710221707820892,superresolution,ibex_horns,alg2
0,8,0.888,0.778,0.02766980044543743,superresolution,ibex_horns,alg2
0,9,0.999,0.75025,0.028227731585502625,superresolution,ibex_horns,alg2
1,0,0.0,0.8571428571428572,0.049188919365406036,superresolution,ibex_horns,alg2
1,1,0.111,0.8175000000000001,0.04920278489589691,superresolution,ibex_horns,alg2
1,2,0.222,0.7778571428571429,0.0491507351398468,superresolution,ibex_horns,alg2
1,3,0.333,0.7382142857142858,0.04868851229548454,superresolution,ibex_horns,alg2
1,4,0.444,0.6985714285714286,0.04781242832541466,superresolution,ibex_horns,alg2
1,5,0.555,0.6589285714285714,0.0474402979016304,superresolution,ibex_horns,alg2
1,6,0.666,0.6192857142857142,0.04860988259315491,superresolution,ibex_horns,alg2
1,7,0.777,0.5796428571428571,0.04783448204398155,superresolution,ibex_horns,alg2
1,8,0.888,0.54,0.04825758934020996,superresolution,ibex_horns,alg2
1,9,0.999,0.5003571428571428,0.048028528690338135,superresolution,ibex_horns,alg2
2,0,0.0,0.6666666666666667,33.531097412109375,superresolution,ibex_horns,alg2
2,1,0.111,0.6204166666666668,70.91580200195312,superresolution,ibex_horns,alg2
2,2,0.222,0.5741666666666667,32.600494384765625,superresolution,ibex_horns,alg2
2,3,0.333,0.5279166666666668,15.721708297729492,superresolution,ibex_horns,alg2
2,4,0.444,0.48166666666666674,8.059146881103516,superresolution,ibex_horns,alg2
2,5,0.555,0.4354166666666667,4.4289140701293945,superresolution,ibex_horns,alg2
2,6,0.666,0.38916666666666666,2.7058358192443848,superresolution,ibex_horns,alg2
2,7,0.777,0.34291666666666665,1.7628207206726074,superresolution,ibex_horns,alg2
2,8,0.888,0.2966666666666667,1.2378685474395752,superresolution,ibex_horns,alg2
2,9,0.999,0.2504166666666667,0.9368953108787537,superresolution,ibex_horns,alg2
3,0,0.0,0.3999999999999999,1.6322354078292847,superresolution,ibex_horns,alg2
3,1,0.111,0.3555999999999999,1.3719090223312378,superresolution,ibex_horns,alg2
3,2,0.222,0.3111999999999999,1.1911625862121582,superresolution,ibex_horns,alg2
3,3,0.333,0.2668,1.0576367378234863,superresolution,ibex_horns,alg2
3,4,0.444,0.22239999999999996,0.9678380489349365,superresolution,ibex_horns,alg2
3,5,0.555,0.17799999999999994,0.9131526350975037,superresolution,ibex_horns,alg2
3,6,0.666,0.13359999999999997,0.8880550265312195,superresolution,ibex_horns,alg2
3,7,0.777,0.08919999999999997,0.878518283367157,superresolution,ibex_horns,alg2
3,8,0.888,0.044799999999999986,0.8774141073226929,superresolution,ibex_horns,alg2
3,9,0.999,0.0004000000000000003,0.8774141073226929,superresolution,ibex_horns,alg2
0,0,0.0,nan,3.0298495292663574,superresolution,junco,wls
0,1,0.111,nan,3.6940646171569824,superresolution,junco,wls
0,2,0.222,nan,5.104236602783203,superresolution,junco,wls
0,3,0.333,nan,8.063203811645508,superresolution,junco,wls
0,4,0.444,nan,13.099576950073242,superresolution,junco,wls
0,5,0.555,nan,40.0782585144043,superresolution,junco,wls
0,6,0.666,nan,122.55940246582031,superresolution,junco,wls
0,7,0.777,nan,419.9354248046875,superresolution,junco,wls
0,8,0.888,nan,1783.0947265625,superresolution,junco,wls
0,9,0.999,nan,9983.6357421875,superresolution,junco,wls
1,0,0.0,nan,1855.0296630859375,superresolution,junco,wls
1,1,0.111,nan,2872.69921875,superresolution,junco,wls
1,2,0.222,nan,4963.5244140625,superresolution,junco,wls
1,3,0.333,nan,9618.19140625,superresolution,junco,wls
1,4,0.444,nan,21056.29296875,superresolution,junco,wls
1,5,0.555,nan,52359.9609375,superresolution,junco,wls
1,6,0.666,nan,148570.546875,superresolution,junco,wls
1,7,0.777,nan,482714.6875,superresolution,junco,wls
1,8,0.888,nan,1801187.75,superresolution,junco,wls
1,9,0.999,nan,7736877.0,superresolution,junco,wls
2,0,0.0,nan,3186891.5,superresolution,junco,wls
2,1,0.111,nan,4468453.0,superresolution,junco,wls
2,2,0.222,nan,6570728.0,superresolution,junco,wls
2,3,0.333,nan,10119962.0,superresolution,junco,wls
2,4,0.444,nan,16282262.0,superresolution,junco,wls
2,5,0.555,nan,27256556.0,superresolution,junco,wls
2,6,0.666,nan,47216952.0,superresolution,junco,wls
2,7,0.777,nan,84078288.0,superresolution,junco,wls
2,8,0.888,nan,152696880.0,superresolution,junco,wls
2,9,0.999,nan,280408128.0,superresolution,junco,wls
3,0,0.0,nan,151330176.0,superresolution,junco,wls
3,1,0.111,nan,150356784.0,superresolution,junco,wls
3,2,0.222,nan,149505280.0,superresolution,junco,wls
3,3,0.333,nan,148750208.0,superresolution,junco,wls
3,4,0.444,nan,148057056.0,superresolution,junco,wls
3,5,0.555,nan,147387248.0,superresolution,junco,wls
3,6,0.666,nan,146700704.0,superresolution,junco,wls
3,7,0.777,nan,145963264.0,superresolution,junco,wls
3,8,0.888,nan,145201920.0,superresolution,junco,wls
3,9,0.999,nan,145201216.0,superresolution,junco,wls
0,0,0.0,nan,0.0069558448158204556,superresolution,junco,model
0,1,0.111,nan,0.008652633056044579,superresolution,junco,model
0,2,0.222,nan,0.009847665205597878,superresolution,junco,model
0,3,0.333,nan,0.009645944461226463,superresolution,junco,model
0,4,0.444,nan,0.007403704337775707,superresolution,junco,model
0,5,0.555,nan,0.006126114167273045,superresolution,junco,model
0,6,0.666,nan,0.005413917358964682,superresolution,junco,model
0,7,0.777,nan,0.004802045878022909,superresolution,junco,model
0,8,0.888,nan,0.004295188467949629,superresolution,junco,model
0,9,0.999,nan,0.0036244713701307774,superresolution,junco,model
1,0,0.0,nan,0.01600520871579647,superresolution,junco,model
1,1,0.111,nan,0.014740179292857647,superresolution,junco,model
1,2,0.222,nan,0.013349759392440319,superresolution,junco,model
1,3,0.333,nan,0.014113761484622955,superresolution,junco,model
1,4,0.444,nan,0.011582141742110252,superresolution,junco,model
1,5,0.555,nan,0.009049767628312111,superresolution,junco,model
1,6,0.666,nan,0.007689035497605801,superresolution,junco,model
1,7,0.777,nan,0.007216932252049446,superresolution,junco,model
1,8,0.888,nan,0.005465037189424038,superresolution,junco,model
1,9,0.999,nan,0.005198923870921135,superresolution,junco,model
2,0,0.0,nan,0.010017218068242073,superresolution,junco,model
2,1,0.111,nan,0.010704594664275646,superresolution,junco,model
2,2,0.222,nan,0.010262038558721542,superresolution,junco,model
2,3,0.333,nan,0.009793194942176342,superresolution,junco,model
2,4,0.444,nan,0.009402681142091751,superresolution,junco,model
2,5,0.555,nan,0.009240887127816677,superresolution,junco,model
2,6,0.666,nan,0.00916359480470419,superresolution,junco,model
2,7,0.777,nan,0.009028283879160881,superresolution,junco,model
2,8,0.888,nan,0.009052894078195095,superresolution,junco,model
2,9,0.999,nan,0.009111680090427399,superresolution,junco,model
3,0,0.0,nan,0.011249041184782982,superresolution,junco,model
3,1,0.111,nan,0.011273722164332867,superresolution,junco,model
3,2,0.222,nan,0.011188331060111523,superresolution,junco,model
3,3,0.333,nan,0.011229808442294598,superresolution,junco,model
3,4,0.444,nan,0.011296256445348263,superresolution,junco,model
3,5,0.555,nan,0.01133415475487709,superresolution,junco,model
3,6,0.666,nan,0.01136556826531887,superresolution,junco,model
3,7,0.777,nan,0.011284957639873028,superresolution,junco,model
3,8,0.888,nan,0.01114109717309475,superresolution,junco,model
3,9,0.999,nan,0.011138486675918102,superresolution,junco,model
0,0,0.0,1.0,0.01367970835417509,superresolution,junco,alg2
0,1,0.111,0.9722500000000001,0.013167436234652996,superresolution,junco,alg2
0,2,0.222,0.9445,0.013595812022686005,superresolution,junco,alg2
0,3,0.333,0.9167500000000001,0.013357661664485931,superresolution,junco,alg2
0,4,0.444,0.889,0.012856515124440193,superresolution,junco,alg2
0,5,0.555,0.86125,0.013118160888552666,superresolution,junco,alg2
0,6,0.666,0.8335,0.01330014131963253,superresolution,junco,alg2
0,7,0.777,0.80575,0.013312017545104027,superresolution,junco,alg2
0,8,0.888,0.778,0.013490337878465652,superresolution,junco,alg2
0,9,0.999,0.75025,0.013078447431325912,superresolution,junco,alg2
1,0,0.0,0.8571428571428572,0.03830650448799133,superresolution,junco,alg2
1,1,0.111,0.8175000000000001,0.03838492929935455,superresolution,junco,alg2
1,2,0.222,0.7778571428571429,0.038288600742816925,superresolution,junco,alg2
1,3,0.333,0.7382142857142858,0.037411779165267944,superresolution,junco,alg2
1,4,0.444,0.6985714285714286,0.03703336417675018,superresolution,junco,alg2
1,5,0.555,0.6589285714285714,0.03684326633810997,superresolution,junco,alg2
1,6,0.666,0.6192857142857142,0.037595417350530624,superresolution,junco,alg2
1,7,0.777,0.5796428571428571,0.03733189031481743,superresolution,junco,alg2
1,8,0.888,0.54,0.03763185814023018,superresolution,junco,alg2
1,9,0.999,0.5003571428571428,0.03776375576853752,superresolution,junco,alg2
2,0,0.0,0.6666666666666667,33.015804290771484,superresolution,junco,alg2
2,1,0.111,0.6204166666666668,70.78182220458984,superresolution,junco,alg2
2,2,0.222,0.5741666666666667,32.454856872558594,superresolution,junco,alg2
2,3,0.333,0.5279166666666668,15.577886581420898,superresolution,junco,alg2
2,4,0.444,0.48166666666666674,7.96079158782959,superresolution,junco,alg2
2,5,0.555,0.4354166666666667,4.359500885009766,superresolution,junco,alg2
2,6,0.666,0.38916666666666666,2.6613054275512695,superresolution,junco,alg2
2,7,0.777,0.34291666666666665,1.7362951040267944,superresolution,junco,alg2
2,8,0.888,0.2966666666666667,1.2261607646942139,superresolution,junco,alg2
2,9,0.999,0.2504166666666667,0.9322578310966492,superresolution,junco,alg2
3,0,0.0,0.3999999999999999,1.6143311262130737,superresolution,junco,alg2
3,1,0.111,0.3555999999999999,1.364394187927246,superresolution,junco,alg2
3,2,0.222,0.3111999999999999,1.1871132850646973,superresolution,junco,alg2
3,3,0.333,0.2668,1.056331992149353,superresolution,junco,alg2
3,4,0.444,0.22239999999999996,0.9716724157333374,superresolution,junco,alg2
3,5,0.555,0.17799999999999994,0.9250233173370361,superresolution,junco,alg2
3,6,0.666,0.13359999999999997,0.904080331325531,superresolution,junco,alg2
3,7,0.777,0.08919999999999997,0.8962034583091736,superresolution,junco,alg2
3,8,0.888,0.044799999999999986,0.8960215449333191,superresolution,junco,alg2
3,9,0.999,0.0004000000000000003,0.8960215449333191,superresolution,junco,alg2
0,0,0.0,nan,3.025433301925659,superresolution,lakeside_beach,wls
0,1,0.111,nan,3.6916403770446777,superresolution,lakeside_beach,wls
0,2,0.222,nan,5.095242023468018,superresolution,lakeside_beach,wls
0,3,0.333,nan,8.08629035949707,superresolution,lakeside_beach,wls
0,4,0.444,nan,13.499045372009277,superresolution,lakeside_beach,wls
0,5,0.555,nan,39.503150939941406,superresolution,lakeside_beach,wls
0,6,0.666,nan,123.29447937011719,superresolution,lakeside_beach,wls
0,7,0.777,nan,426.523193359375,superresolution,lakeside_beach,wls
0,8,0.888,nan,1819.302490234375,superresolution,lakeside_beach,wls
0,9,0.999,nan,10213.8974609375,superresolution,lakeside_beach,wls
1,0,0.0,nan,1893.947509765625,superresolution,lakeside_beach,wls
1,1,0.111,nan,2936.572265625,superresolution,lakeside_beach,wls
1,2,0.222,nan,5078.59375,superresolution,lakeside_beach,wls
1,3,0.333,nan,9847.4296875,superresolution,lakeside_beach,wls
1,4,0.444,nan,21566.98046875,superresolution,lakeside_beach,wls
1,5,0.555,nan,53641.953125,superresolution,lakeside_beach,wls
1,6,0.666,nan,152221.96875,superresolution,lakeside_beach,wls
1,7,0.777,nan,494581.25,superresolution,lakeside_beach,wls
1,8,0.888,nan,1845414.0,superresolution,lakeside_beach,wls
1,9,0.999,nan,7926491.0,superresolution,lakeside_beach,wls
2,0,0.0,nan,3265064.75,superresolution,lakeside_beach,wls
2,1,0.111,nan,4577996.5,superresolution,lakeside_beach,wls
2,2,0.222,nan,6731713.5,superresolution,lakeside_beach,wls
2,3,0.333,nan,10367774.0,superresolution,lakeside_beach,wls
2,4,0.444,nan,16680747.0,superresolution,lakeside_beach,wls
2,5,0.555,nan,27923238.0,superresolution,lakeside_beach,wls
2,6,0.666,nan,48371200.0,superresolution,lakeside_beach,wls
2,7,0.777,nan,86132488.0,superresolution,lakeside_beach,wls
2,8,0.888,nan,156425696.0,superresolution,lakeside_beach,wls
2,9,0.999,nan,287252672.0,superresolution,lakeside_beach,wls
3,0,0.0,nan,155024624.0,superresolution,lakeside_beach,wls
3,1,0.111,nan,154027296.0,superresolution,lakeside_beach,wls
3,2,0.222,nan,153154912.0,superresolution,lakeside_beach,wls
3,3,0.333,nan,152381344.0,superresolution,lakeside_beach,wls
3,4,0.444,nan,151671200.0,superresolution,lakeside_beach,wls
3,5,0.555,nan,150985008.0,superresolution,lakeside_beach,wls
3,6,0.666,nan,150281664.0,superresolution,lakeside_beach,wls
3,7,0.777,nan,149526208.0,superresolution,lakeside_beach,wls
3,8,0.888,nan,148746272.0,superresolution,lakeside_beach,wls
3,9,0.999,nan,148745552.0,superresolution,lakeside_beach,wls
0,0,0.0,nan,0.008635176345705986,superresolution,lakeside_beach,model
0,1,0.111,nan,0.008746262639760971,superresolution,lakeside_beach,model
0,2,0.222,nan,0.008615836501121521,superresolution,lakeside_beach,model
0,3,0.333,nan,0.007481950335204601,superresolution,lakeside_beach,model
0,4,0.444,nan,0.005018366035073996,superresolution,lakeside_beach,model
0,5,0.555,nan,0.003565840423107147,superresolution,lakeside_beach,model
0,6,0.666,nan,0.0028438875451684,superresolution,lakeside_beach,model
0,7,0.777,nan,0.002299767918884754,superresolution,lakeside_beach,model
0,8,0.888,nan,0.0020872121676802635,superresolution,lakeside_beach,model
0,9,0.999,nan,0.0018391595222055912,superresolution,lakeside_beach,model
1,0,0.0,nan,0.005751391407102346,superresolution,lakeside_beach,model
1,1,0.111,nan,0.005476669874042273,superresolution,lakeside_beach,model
1,2,0.222,nan,0.005383023992180824,superresolution,lakeside_beach,model
1,3,0.333,nan,0.005404401104897261,superresolution,lakeside_beach,model
1,4,0.444,nan,0.004984539933502674,superresolution,lakeside_beach,model
1,5,0.555,nan,0.004656504839658737,superresolution,lakeside_beach,model
1,6,0.666,nan,0.004405338782817125,superresolution,lakeside_beach,model
1,7,0.777,nan,0.004019585438072681,superresolution,lakeside_beach,model
1,8,0.888,nan,0.0035949083976447582,superresolution,lakeside_beach,model
1,9,0.999,nan,0.0033744568936526775,superresolution,lakeside_beach,model
2,0,0.0,nan,0.006141575984656811,superresolution,lakeside_beach,model
2,1,0.111,nan,0.006136353127658367,superresolution,lakeside_beach,model
2,2,0.222,nan,0.006154430098831654,superresolution,lakeside_beach,model
2,3,0.333,nan,0.006220164708793163,superresolution,lakeside_beach,model
2,4,0.444,nan,0.0062307026237249374,superresolution,lakeside_beach,model
