stage,step,tau,sigma_tau,mse_x1,variant,h0,anchor,mse_hole,mse_obs
1,4,0.444,0.6985714285714286,0.06617909669876099,anchor=25.0,0.1,25.0,0.22045224905014038,0.0147547023370862
1,5,0.555,0.6589285714285714,0.0688948780298233,anchor=25.0,0.1,25.0,0.2315201610326767,0.014686441980302334
1,6,0.666,0.6192857142857142,0.058720894157886505,anchor=25.0,0.1,25.0,0.19083987176418304,0.014681239612400532
1,7,0.777,0.5796428571428571,0.058634303510189056,anchor=25.0,0.1,25.0,0.1909821778535843,0.014518343843519688
1,8,0.888,0.54,0.056751798838377,anchor=25.0,0.1,25.0,0.18283598124980927,0.014723739586770535
1,9,0.999,0.5003571428571428,0.055527668446302414,anchor=25.0,0.1,25.0,0.1778818815946579,0.01474293414503336
2,0,0.0,0.6666666666666667,0.0592118501663208,anchor=25.0,0.1,25.0,0.20071053504943848,0.01204561535269022
2,1,0.111,0.6204166666666668,0.059752486646175385,anchor=25.0,0.1,25.0,0.20251910388469696,0.012163626030087471
2,2,0.222,0.5741666666666667,0.05755048990249634,anchor=25.0,0.1,25.0,0.19396592676639557,0.012078680098056793
2,3,0.333,0.5279166666666668,0.06032806262373924,anchor=25.0,0.1,25.0,0.2052152156829834,0.012032346799969673
2,4,0.444,0.48166666666666674,0.059513550251722336,anchor=25.0,0.1,25.0,0.20190465450286865,0.012049850076436996
2,5,0.555,0.4354166666666667,0.059727758169174194,anchor=25.0,0.1,25.0,0.20246970653533936,0.012147104367613792
2,6,0.666,0.38916666666666666,0.059351932257413864,anchor=25.0,0.1,25.0,0.20023639500141144,0.012390444986522198
2,7,0.777,0.34291666666666665,0.060089536011219025,anchor=25.0,0.1,25.0,0.2029579132795334,0.012466738000512123
2,8,0.888,0.2966666666666667,0.059338461607694626,anchor=25.0,0.1,25.0,0.19962747395038605,0.01257544755935669
2,9,0.999,0.2504166666666667,0.06026024371385574,anchor=25.0,0.1,25.0,0.2030709981918335,0.012656660750508308
3,0,0.0,0.3999999999999999,0.059348657727241516,anchor=25.0,0.1,25.0,0.23011165857315063,0.0024276627227663994
3,1,0.111,0.3555999999999999,0.05910707265138626,anchor=25.0,0.1,25.0,0.22922706604003906,0.002400405704975128
3,2,0.222,0.3111999999999999,0.059248849749565125,anchor=25.0,0.1,25.0,0.2297419309616089,0.0024178267922252417
3,3,0.333,0.2668,0.06121319532394409,anchor=25.0,0.1,25.0,0.2376193404197693,0.0024111499078571796
3,4,0.444,0.22239999999999996,0.06285153329372406,anchor=25.0,0.1,25.0,0.24416476488113403,0.002413785085082054
3,5,0.555,0.17799999999999994,0.06350978463888168,anchor=25.0,0.1,25.0,0.24687707424163818,0.002387351356446743
3,6,0.666,0.13359999999999997,0.06369177997112274,anchor=25.0,0.1,25.0,0.24771946668624878,0.0023492181207984686
3,7,0.777,0.08919999999999997,0.06413670629262924,anchor=25.0,0.1,25.0,0.24984519183635712,0.0022338691633194685
3,8,0.888,0.044799999999999986,0.06380937993526459,anchor=25.0,0.1,25.0,0.2492891401052475,0.0019827994983643293
3,9,0.999,0.0004000000000000003,0.06380937993526459,anchor=25.0,0.1,25.0,0.2492891401052475,0.0019827994983643293
