image,stage,step,task,tau,T,e_k,gamma2_meas,mse_alg2,mse_alg2_miss,mse_alg2_obs,mse_model,mse_model_miss,mse_model_obs,mse_wls,mse_wls_miss,mse_wls_obs,resolution,s_k,score_err,score_err_g2,sigma_tau
sea_anemone,3,3,random_inpainting,0.333,812.3333333333334,1.0,0.01540498249232769,0.09298040717840195,0.13226552307605743,4.54333821835462e-05,0.006022922694683075,0.005952955223619938,0.006188441067934036,0.006182241719216108,0.006112532690167427,0.0063471486791968346,256,0.6000000000000001,0.04548630118370056,0.047379568219184875,0.2668
shetland_sheepdog,3,3,random_inpainting,0.333,812.3333333333334,1.0,0.01540498249232769,0.09255066514015198,0.13282433152198792,4.567157884594053e-05,0.0040418049320578575,0.0040561542846262455,0.004008845426142216,0.004254970699548721,0.004264403134584427,0.0042333053424954414,256,0.6000000000000001,0.03052450716495514,0.03291675075888634,0.2668
breastplate_armor,3,3,gaussian_blur,0.333,812.3333333333334,1.0,0.01540498249232769,0.12736116349697113,,,0.007579510100185871,,,0.007727627642452717,,,256,0.6000000000000001,0.05724194645881653,0.05903307721018791,0.2668
crane_structure,3,3,gaussian_blur,0.333,812.3333333333334,1.0,0.01540498249232769,0.12806683778762817,,,0.011219351552426815,,,0.010985996574163437,,,256,0.6000000000000001,0.08473074436187744,0.08305402100086212,0.2668
ibex_horns,3,3,gaussian_blur,0.333,812.3333333333334,1.0,0.01540498249232769,0.12784400582313538,,,0.012905871495604515,,,0.013067370280623436,,,256,0.6000000000000001,0.09746768325567245,0.09936945140361786,0.2668
junco,3,3,gaussian_blur,0.333,812.3333333333334,1.0,0.01540498249232769,0.12747526168823242,,,0.003270086832344532,,,0.003459521336480975,,,256,0.6000000000000001,0.024696340784430504,0.02687356248497963,0.2668
lakeside_beach,3,3,gaussian_blur,0.333,812.3333333333334,1.0,0.01540498249232769,0.12729626893997192,,,0.002934996737167239,,,0.0031375489197671413,,,256,0.6000000000000001,0.022165674716234207,0.024463778361678123,0.2668
sea_anemone,3,3,gaussian_blur,0.333,812.3333333333334,1.0,0.01540498249232769,0.12738770246505737,,,0.006022922694683075,,,0.006182241719216108,,,256,0.6000000000000001,0.04548630118370056,0.047379568219184875,0.2668
shetland_sheepdog,3,3,gaussian_blur,0.333,812.3333333333334,1.0,0.01540498249232769,0.12804308533668518,,,0.0040418049320578575,,,0.004254970699548721,,,256,0.6000000000000001,0.03052450716495514,0.03291675075888634,0.2668
breastplate_armor,3,3,motion_blur,0.333,812.3333333333334,1.0,0.01540498249232769,0.11942704766988754,,,0.007579510100185871,,,0.007727627642452717,,,256,0.6000000000000001,0.05724194645881653,0.05903307721018791,0.2668
crane_structure,3,3,motion_blur,0.333,812.3333333333334,1.0,0.01540498249232769,0.1200881227850914,,,0.011219351552426815,,,0.010985996574163437,,,256,0.6000000000000001,0.08473074436187744,0.08305402100086212,0.2668
ibex_horns,3,3,motion_blur,0.333,812.3333333333334,1.0,0.01540498249232769,0.11994589865207672,,,0.012905871495604515,,,0.013067370280623436,,,256,0.6000000000000001,0.09746768325567245,0.09936945140361786,0.2668
junco,3,3,motion_blur,0.333,812.3333333333334,1.0,0.01540498249232769,0.11954211443662643,,,0.003270086832344532,,,0.003459521336480975,,,256,0.6000000000000001,0.024696340784430504,0.02687356248497963,0.2668
lakeside_beach,3,3,motion_blur,0.333,812.3333333333334,1.0,0.01540498249232769,0.11931567639112473,,,0.002934996737167239,,,0.0031375489197671413,,,256,0.6000000000000001,0.022165674716234207,0.024463778361678123,0.2668
sea_anemone,3,3,motion_blur,0.333,812.3333333333334,1.0,0.01540498249232769,0.11954201757907867,,,0.006022922694683075,,,0.006182241719216108,,,256,0.6000000000000001,0.04548630118370056,0.047379568219184875,0.2668
shetland_sheepdog,3,3,motion_blur,0.333,812.3333333333334,1.0,0.01540498249232769,0.12014095485210419,,,0.0040418049320578575,,,0.004254970699548721,,,256,0.6000000000000001,0.03052450716495514,0.03291675075888634,0.2668
breastplate_armor,3,3,superresolution,0.333,812.3333333333334,1.0,0.01540498249232769,0.1265779286623001,,,0.007579510100185871,,,0.007727627642452717,,,256,0.6000000000000001,0.05724194645881653,0.05903307721018791,0.2668
crane_structure,3,3,superresolution,0.333,812.3333333333334,1.0,0.01540498249232769,0.12728393077850342,,,0.011219351552426815,,,0.010985996574163437,,,256,0.6000000000000001,0.08473074436187744,0.08305402100086212,0.2668
ibex_horns,3,3,superresolution,0.333,812.3333333333334,1.0,0.01540498249232769,0.12713366746902466,,,0.012905871495604515,,,0.013067370280623436,,,256,0.6000000000000001,0.09746768325567245,0.09936945140361786,0.2668
junco,3,3,superresolution,0.333,812.3333333333334,1.0,0.01540498249232769,0.12670835852622986,,,0.003270086832344532,,,0.003459521336480975,,,256,0.6000000000000001,0.024696340784430504,0.02687356248497963,0.2668
lakeside_beach,3,3,superresolution,0.333,812.3333333333334,1.0,0.01540498249232769,0.12642744183540344,,,0.002934996737167239,,,0.0031375489197671413,,,256,0.6000000000000001,0.022165674716234207,0.024463778361678123,0.2668
sea_anemone,3,3,superresolution,0.333,812.3333333333334,1.0,0.01540498249232769,0.12673556804656982,,,0.006022922694683075,,,0.006182241719216108,,,256,0.6000000000000001,0.04548630118370056,0.047379568219184875,0.2668
shetland_sheepdog,3,3,superresolution,0.333,812.3333333333334,1.0,0.01540498249232769,0.12731827795505524,,,0.0040418049320578575,,,0.004254970699548721,,,256,0.6000000000000001,0.03052450716495514,0.03291675075888634,0.2668
breastplate_armor,3,4,box_inpainting,0.444,843.4444444444445,1.0,0.016522610560059547,0.020326048135757446,0.08108822256326675,7.199167885119095e-05,0.0057574426755309105,0.0068999119102954865,0.005376619752496481,0.0059327008202672005,0.00701523944735527,0.005571853835135698,256,0.6000000000000001,0.07038378715515137,0.07326024770736694,0.22239999999999996
crane_structure,3,4,box_inpainting,0.444,843.4444444444445,1.0,0.016522610560059547,0.02054603025317192,0.08196746557950974,7.221684791147709e-05,0.006866791285574436,0.010250348597764969,0.0057389382272958755,0.006767944898456335,0.009995411150157452,0.005692122969776392,256,0.6000000000000001,0.0839453637599945,0.08303582668304443,0.22239999999999996
ibex_horns,3,4,box_inpainting,0.444,843.4444444444445,1.0,0.016522610560059547,0.020432529971003532,0.08151379972696304,7.2103226557374e-05,0.010042297653853893,0.01338899414986372,0.00892673060297966,0.010234767571091652,0.013530194759368896,0.009136292152106762,256,0.6000000000000001,0.1227654218673706,0.1258666217327118,0.22239999999999996
junco,3,4,box_inpainting,0.444,843.4444444444445,1.0,0.016522610560059547,0.02056148834526539,0.0820305198431015,7.181170803960413e-05,0.0026003974489867687,0.0035436891485005617,0.0022859664168208838,0.002799650654196739,0.003737097606062889,0.0024871681816875935,256,0.6000000000000001,0.031789425760507584,0.035010308027267456,0.22239999999999996
lakeside_beach,3,4,box_inpainting,0.444,843.4444444444445,1.0,0.016522610560059547,0.020309317857027054,0.0810215100646019,7.19221425242722e-05,0.0023260002490133047,0.003770626150071621,0.001844458281993866,0.0025410938542336226,0.00396251305937767,0.00206728745251894,256,0.6000000000000001,0.02843496762216091,0.03187703713774681,0.22239999999999996
sea_anemone,3,4,box_inpainting,0.444,843.4444444444445,1.0,0.016522610560059547,0.020423822104930878,0.08147948235273361,7.193860074039549e-05,0.0048910826444625854,0.004202165175229311,0.0051207211799919605,0.005070187617093325,0.0044031101278960705,0.005292546469718218,256,0.6000000000000001,0.05979267507791519,0.06272178888320923,0.22239999999999996
shetland_sheepdog,3,4,box_inpainting,0.444,843.4444444444445,1.0,0.016522610560059547,0.02044883370399475,0.08157829940319061,7.234423537738621e-05,0.0032701208256185055,0.0028888462111353874,0.0033972118981182575,0.0034949795808643103,0.0031288135796785355,0.0036170349922031164,256,0.6000000000000001,0.039976682513952255,0.043550293892621994,0.22239999999999996
breastplate_armor,3,4,random_inpainting,0.444,843.4444444444445,1.0,0.016522610560059547,0.05731853097677231,0.08156707882881165,7.202611595857888e-05,0.0057574426755309105,0.005741302389651537,0.0057955458760261536,0.0059327008202672005,0.005918338429182768,0.005966607015579939,256,0.6000000000000001,0.07038378715515137,0.07326024770736694,0.22239999999999996
crane_structure,3,4,random_inpainting,0.444,843.4444444444445,1.0,0.016522610560059547,0.05739928409457207,0.08206489682197571,7.221088890219107e-05,0.006866791285574436,0.00682866433635354,0.006955403368920088,0.006767944898456335,0.0067301406525075436,0.006855807267129421,256,0.6000000000000001,0.0839453637599945,0.08303582668304443,0.22239999999999996
ibex_horns,3,4,random_inpainting,0.444,843.4444444444445,1.0,0.016522610560059547,0.05698179453611374,0.08164391666650772,7.245207962114364e-05,0.010042297653853893,0.010014205239713192,0.010107120499014854,0.010234767571091652,0.010208560153841972,0.010295243933796883,256,0.6000000000000001,0.1227654218673706,0.1258666217327118,0.22239999999999996
junco,3,4,random_inpainting,0.444,843.4444444444445,1.0,0.016522610560059547,0.05706580728292465,0.08152032643556595,7.236162491608411e-05,0.0026003974489867687,0.0026083330158144236,0.0025819020811468363,0.002799650654196739,0.0028045119252055883,0.002788320416584611,256,0.6000000000000001,0.031789425760507584,0.035010308027267456,0.22239999999999996
lakeside_beach,3,4,random_inpainting,0.444,843.4444444444445,1.0,0.016522610560059547,0.0574224516749382,0.08186107128858566,7.119639485608786e-05,0.0023260002490133047,0.0023414066527038813,0.00228984490968287,0.0025410938542336226,0.0025584290269762278,0.0025004125200212,256,0.6000000000000001,0.02843496762216091,0.03187703713774681,0.22239999999999996
sea_anemone,3,4,random_inpainting,0.444,843.4444444444445,1.0,0.016522610560059547,0.057454001158475876,0.08171035349369049,7.188552990555763e-05,0.0048910826444625854,0.004836253821849823,0.005020787473767996,0.005070187617093325,0.005015729460865259,0.005199016537517309,256,0.6000000000000001,0.05979267507791519,0.06272178888320923,0.22239999999999996
shetland_sheepdog,3,4,random_inpainting,0.444,843.4444444444445,1.0,0.016522610560059547,0.05718885362148285,0.08205554634332657,7.226274465210736e-05,0.0032701208256185055,0.0032813504803925753,0.0032443259842693806,0.0034949795808643103,0.0035021048970520496,0.0034786134492605925,256,0.6000000000000001,0.039976682513952255,0.043550293892621994,0.22239999999999996
breastplate_armor,3,4,gaussian_blur,0.444,843.4444444444445,1.0,0.016522610560059547,0.07901589572429657,,,0.0057574426755309105,,,0.0059327008202672005,,,256,0.6000000000000001,0.07038378715515137,0.07326024770736694,0.22239999999999996
crane_structure,3,4,gaussian_blur,0.444,843.4444444444445,1.0,0.016522610560059547,0.07946924865245819,,,0.006866791285574436,,,0.006767944898456335,,,256,0.6000000000000001,0.0839453637599945,0.08303582668304443,0.22239999999999996
ibex_horns,3,4,gaussian_blur,0.444,843.4444444444445,1.0,0.016522610560059547,0.079319529235363,,,0.010042297653853893,,,0.010234767571091652,,,256,0.6000000000000001,0.1227654218673706,0.1258666217327118,0.22239999999999996
junco,3,4,gaussian_blur,0.444,843.4444444444445,1.0,0.016522610560059547,0.07910227030515671,,,0.0026003974489867687,,,0.002799650654196739,,,256,0.6000000000000001,0.031789425760507584,0.035010308027267456,0.22239999999999996
lakeside_beach,3,4,gaussian_blur,0.444,843.4444444444445,1.0,0.016522610560059547,0.07899348437786102,,,0.0023260002490133047,,,0.0025410938542336226,,,256,0.6000000000000001,0.02843496762216091,0.03187703713774681,0.22239999999999996
sea_anemone,3,4,gaussian_blur,0.444,843.4444444444445,1.0,0.016522610560059547,0.07904031872749329,,,0.0048910826444625854,,,0.005070187617093325,,,256,0.6000000000000001,0.05979267507791519,0.06272178888320923,0.22239999999999996
shetland_sheepdog,3,4,gaussian_blur,0.444,843.4444444444445,1.0,0.016522610560059547,0.07945054024457932,,,0.0032701208256185055,,,0.0034949795808643103,,,256,0.6000000000000001,0.039976682513952255,0.043550293892621994,0.22239999999999996
breastplate_armor,3,4,motion_blur,0.444,843.4444444444445,1.0,0.016522610560059547,0.07553498446941376,,,0.0057574426755309105,,,0.0059327008202672005,,,256,0.6000000000000001,0.07038378715515137,0.07326024770736694,0.22239999999999996
crane_structure,3,4,motion_blur,0.444,843.4444444444445,1.0,0.016522610560059547,0.075945645570755,,,0.006866791285574436,,,0.006767944898456335,,,256,0.6000000000000001,0.0839453637599945,0.08303582668304443,0.22239999999999996
ibex_horns,3,4,motion_blur,0.444,843.4444444444445,1.0,0.016522610560059547,0.07586625218391418,,,0.010042297653853893,,,0.010234767571091652,,,256,0.6000000000000001,0.1227654218673706,0.1258666217327118,0.22239999999999996
junco,3,4,motion_blur,0.444,843.4444444444445,1.0,0.016522610560059547,0.07562150806188583,,,0.0026003974489867687,,,0.002799650654196739,,,256,0.6000000000000001,0.031789425760507584,0.035010308027267456,0.22239999999999996
lakeside_beach,3,4,motion_blur,0.444,843.4444444444445,1.0,0.016522610560059547,0.07546723634004593,,,0.0023260002490133047,,,0.0025410938542336226,,,256,0.6000000000000001,0.02843496762216091,0.03187703713774681,0.22239999999999996
sea_anemone,3,4,motion_blur,0.444,843.4444444444445,1.0,0.016522610560059547,0.07561564445495605,,,0.0048910826444625854,,,0.005070187617093325,,,256,0.6000000000000001,0.05979267507791519,0.06272178888320923,0.22239999999999996
shetland_sheepdog,3,4,motion_blur,0.444,843.4444444444445,1.0,0.016522610560059547,0.0759676843881607,,,0.0032701208256185055,,,0.0034949795808643103,,,256,0.6000000000000001,0.039976682513952255,0.043550293892621994,0.22239999999999996
breastplate_armor,3,4,superresolution,0.444,843.4444444444445,1.0,0.016522610560059547,0.07875517010688782,,,0.0057574426755309105,,,0.0059327008202672005,,,256,0.6000000000000001,0.07038378715515137,0.07326024770736694,0.22239999999999996
crane_structure,3,4,superresolution,0.444,843.4444444444445,1.0,0.016522610560059547,0.07920926064252853,,,0.006866791285574436,,,0.006767944898456335,,,256,0.6000000000000001,0.0839453637599945,0.08303582668304443,0.22239999999999996
ibex_horns,3,4,superresolution,0.444,843.4444444444445,1.0,0.016522610560059547,0.07910075038671494,,,0.010042297653853893,,,0.010234767571091652,,,256,0.6000000000000001,0.1227654218673706,0.1258666217327118,0.22239999999999996
junco,3,4,superresolution,0.444,843.4444444444445,1.0,0.016522610560059547,0.0788441002368927,,,0.0026003974489867687,,,0.002799650654196739,,,256,0.6000000000000001,0.031789425760507584,0.035010308027267456,0.22239999999999996
lakeside_beach,3,4,superresolution,0.444,843.4444444444445,1.0,0.016522610560059547,0.07865933328866959,,,0.0023260002490133047,,,0.0025410938542336226,,,256,0.6000000000000001,0.02843496762216091,0.03187703713774681,0.22239999999999996
sea_anemone,3,4,superresolution,0.444,843.4444444444445,1.0,0.016522610560059547,0.07884976267814636,,,0.0048910826444625854,,,0.005070187617093325,,,256,0.6000000000000001,0.05979267507791519,0.06272178888320923,0.22239999999999996
shetland_sheepdog,3,4,superresolution,0.444,843.4444444444445,1.0,0.016522610560059547,0.07921852171421051,,,0.0032701208256185055,,,0.0034949795808643103,,,256,0.6000000000000001,0.039976682513952255,0.043550293892621994,0.22239999999999996
breastplate_armor,3,5,box_inpainting,0.555,874.5555555555555,1.0,0.01827741414308548,0.011710995808243752,0.04648332670331001,0.00012021901056868955,0.004142323974519968,0.004865129943937063,0.0039013889618217945,0.0043210675939917564,0.005009964574128389,0.004091435112059116,256,0.6000000000000001,0.08833803236484528,0.09263971447944641,0.17799999999999994
crane_structure,3,5,box_inpainting,0.555,874.5555555555555,1.0,0.01827741414308548,0.011837284080684185,0.046987343579530716,0.00012059566506650299,0.0039004888385534286,0.005831066519021988,0.0032569626346230507,0.003899666480720043,0.0057181729935109615,0.003293497720733285,256,0.6000000000000001,0.08318071812391281,0.08347975462675095,0.17799999999999994
ibex_horns,3,5,box_inpainting,0.555,874.5555555555555,1.0,0.01827741414308548,0.011772125959396362,0.04672728478908539,0.0001204049913212657,0.007233842276036739,0.009393495507538319,0.006513957399874926,0.007421684451401234,0.009519767947494984,0.006722323130816221,256,0.6000000000000001,0.1542668640613556,0.15876547992229462,0.17799999999999994
junco,3,5,box_inpainting,0.555,874.5555555555555,1.0,0.01827741414308548,0.011845811270177364,0.04702348634600639,0.00011991921928711236,0.0019646096043288708,0.002688869135454297,0.0017231893725693226,0.002165816957131028,0.0028897912707179785,0.0019244919531047344,256,0.6000000000000001,0.041896700859069824,0.046708911657333374,0.17799999999999994
lakeside_beach,3,5,box_inpainting,0.555,874.5555555555555,1.0,0.01827741414308548,0.011701351031661034,0.0464450865983963,0.00012010364298475906,0.0018014063825830817,0.002813543425872922,0.0014640273293480277,0.002016633516177535,0.0030159514863044024,0.0016835273709148169,256,0.6000000000000001,0.03841627761721611,0.043543945997953415,0.17799999999999994
sea_anemone,3,5,box_inpainting,0.555,874.5555555555555,1.0,0.01827741414308548,0.011766999959945679,0.046707604080438614,0.00012013049854431301,0.003756188554689288,0.0033725916873663664,0.003884054720401764,0.003942066803574562,0.0035700739827007055,0.0040660640224814415,256,0.6000000000000001,0.08010341972112656,0.08456167578697205,0.17799999999999994
shetland_sheepdog,3,5,box_inpainting,0.555,874.5555555555555,1.0,0.01827741414308548,0.011781666427850723,0.04676423966884613,0.00012080860324203968,0.002536834916099906,0.002213216619566083,0.0026447074487805367,0.0027634110301733017,0.002454260364174843,0.0028664609417319298,256,0.6000000000000001,0.05409982055425644,0.05947813391685486,0.17799999999999994
breastplate_armor,3,5,random_inpainting,0.555,874.5555555555555,1.0,0.01827741414308548,0.032880984246730804,0.04675782099366188,0.00012027812044834718,0.004142323974519968,0.004142771475017071,0.004141267389059067,0.0043210675939917564,0.004321451764553785,0.004320160485804081,256,0.6000000000000001,0.08833803236484528,0.09263971447944641,0.17799999999999994
crane_structure,3,5,random_inpainting,0.555,874.5555555555555,1.0,0.01827741414308548,0.032927609980106354,0.047043200582265854,0.00012058592983521521,0.0039004888385534286,0.0038800258189439774,0.003948049154132605,0.003899666480720043,0.0038790276739746332,0.003947634715586901,256,0.6000000000000001,0.08318071812391281,0.08347975462675095,0.17799999999999994
ibex_horns,3,5,random_inpainting,0.555,874.5555555555555,1.0,0.01827741414308548,0.032688479870557785,0.0468018613755703,0.00012098886509193107,0.007233842276036739,0.007215157151222229,0.007276955991983414,0.007421684451401234,0.0074044400826096535,0.007461476605385542,256,0.6000000000000001,0.1542668640613556,0.15876547992229462,0.17799999999999994
junco,3,5,random_inpainting,0.555,874.5555555555555,1.0,0.01827741414308548,0.03273644298315048,0.04673101380467415,0.00012083737237844616,0.0019646096043288708,0.0019690594635903835,0.001954238396137953,0.002165816957131028,0.002168382750824094,0.0021598367020487785,256,0.6000000000000001,0.041896700859069824,0.046708911657333374,0.17799999999999994
lakeside_beach,3,5,random_inpainting,0.555,874.5555555555555,1.0,0.01827741414308548,0.03294038772583008,0.046926338225603104,0.00011889159213751554,0.0018014063825830817,0.0018091844394803047,0.0017831528093665838,0.002016633516177535,0.002026667119935155,0.0019930864218622446,256,0.6000000000000001,0.03841627761721611,0.043543945997953415,0.17799999999999994
sea_anemone,3,5,random_inpainting,0.555,874.5555555555555,1.0,0.01827741414308548,0.03295857459306717,0.04683995246887207,0.00012004241580143571,0.003756188554689288,0.0037102671340107918,0.0038648226764053106,0.003942066803574562,0.0038970571476966143,0.004048544447869062,256,0.6000000000000001,0.08010341972112656,0.08456167578697205,0.17799999999999994
shetland_sheepdog,3,5,random_inpainting,0.555,874.5555555555555,1.0,0.01827741414308548,0.03280719742178917,0.04703783988952637,0.00012067249190295115,0.002536834916099906,0.002544129965826869,0.002520078793168068,0.0027634110301733017,0.0027673174627125263,0.002754438202828169,256,0.6000000000000001,0.05409982055425644,0.05947813391685486,0.17799999999999994
breastplate_armor,3,5,gaussian_blur,0.555,874.5555555555555,1.0,0.01827741414308548,0.045515697449445724,,,0.004142323974519968,,,0.0043210675939917564,,,256,0.6000000000000001,0.08833803236484528,0.09263971447944641,0.17799999999999994
crane_structure,3,5,gaussian_blur,0.555,874.5555555555555,1.0,0.01827741414308548,0.04578600451350212,,,0.0039004888385534286,,,0.003899666480720043,,,256,0.6000000000000001,0.08318071812391281,0.08347975462675095,0.17799999999999994
ibex_horns,3,5,gaussian_blur,0.555,874.5555555555555,1.0,0.01827741414308548,0.04569126293063164,,,0.007233842276036739,,,0.007421684451401234,,,256,0.6000000000000001,0.1542668640613556,0.15876547992229462,0.17799999999999994
junco,3,5,gaussian_blur,0.555,874.5555555555555,1.0,0.01827741414308548,0.04557804390788078,,,0.0019646096043288708,,,0.002165816957131028,,,256,0.6000000000000001,0.041896700859069824,0.046708911657333374,0.17799999999999994
lakeside_beach,3,5,gaussian_blur,0.555,874.5555555555555,1.0,0.01827741414308548,0.04551119729876518,,,0.0018014063825830817,,,0.002016633516177535,,,256,0.6000000000000001,0.03841627761721611,0.043543945997953415,0.17799999999999994
sea_anemone,3,5,gaussian_blur,0.555,874.5555555555555,1.0,0.01827741414308548,0.04553450271487236,,,0.003756188554689288,,,0.003942066803574562,,,256,0.6000000000000001,0.08010341972112656,0.08456167578697205,0.17799999999999994
shetland_sheepdog,3,5,gaussian_blur,0.555,874.5555555555555,1.0,0.01827741414308548,0.045774322003126144,,,0.002536834916099906,,,0.0027634110301733017,,,256,0.6000000000000001,0.05409982055425644,0.05947813391685486,0.17799999999999994
breastplate_armor,3,5,motion_blur,0.555,874.5555555555555,1.0,0.01827741414308548,0.04420078918337822,,,0.004142323974519968,,,0.0043210675939917564,,,256,0.6000000000000001,0.08833803236484528,0.09263971447944641,0.17799999999999994
crane_structure,3,5,motion_blur,0.555,874.5555555555555,1.0,0.01827741414308548,0.04443724453449249,,,0.0039004888385534286,,,0.003899666480720043,,,256,0.6000000000000001,0.08318071812391281,0.08347975462675095,0.17799999999999994
ibex_horns,3,5,motion_blur,0.555,874.5555555555555,1.0,0.01827741414308548,0.04439259693026543,,,0.007233842276036739,,,0.007421684451401234,,,256,0.6000000000000001,0.1542668640613556,0.15876547992229462,0.17799999999999994
junco,3,5,motion_blur,0.555,874.5555555555555,1.0,0.01827741414308548,0.044255953282117844,,,0.0019646096043288708,,,0.002165816957131028,,,256,0.6000000000000001,0.041896700859069824,0.046708911657333374,0.17799999999999994
lakeside_beach,3,5,motion_blur,0.555,874.5555555555555,1.0,0.01827741414308548,0.04416146129369736,,,0.0018014063825830817,,,0.002016633516177535,,,256,0.6000000000000001,0.03841627761721611,0.043543945997953415,0.17799999999999994
sea_anemone,3,5,motion_blur,0.555,874.5555555555555,1.0,0.01827741414308548,0.044248759746551514,,,0.003756188554689288,,,0.003942066803574562,,,256,0.6000000000000001,0.08010341972112656,0.08456167578697205,0.17799999999999994
shetland_sheepdog,3,5,motion_blur,0.555,874.5555555555555,1.0,0.01827741414308548,0.044441819190979004,,,0.002536834916099906,,,0.0027634110301733017,,,256,0.6000000000000001,0.05409982055425644,0.05947813391685486,0.17799999999999994
breastplate_armor,3,5,superresolution,0.555,874.5555555555555,1.0,0.01827741414308548,0.04553822800517082,,,0.004142323974519968,,,0.0043210675939917564,,,256,0.6000000000000001,0.08833803236484528,0.09263971447944641,0.17799999999999994
crane_structure,3,5,superresolution,0.555,874.5555555555555,1.0,0.01827741414308548,0.045807790011167526,,,0.0039004888385534286,,,0.003899666480720043,,,256,0.6000000000000001,0.08318071812391281,0.08347975462675095,0.17799999999999994
ibex_horns,3,5,superresolution,0.555,874.5555555555555,1.0,0.01827741414308548,0.045734208077192307,,,0.007233842276036739,,,0.007421684451401234,,,256,0.6000000000000001,0.1542668640613556,0.15876547992229462,0.17799999999999994
junco,3,5,superresolution,0.555,874.5555555555555,1.0,0.01827741414308548,0.04559343308210373,,,0.0019646096043288708,,,0.002165816957131028,,,256,0.6000000000000001,0.041896700859069824,0.046708911657333374,0.17799999999999994
lakeside_beach,3,5,superresolution,0.555,874.5555555555555,1.0,0.01827741414308548,0.04548082500696182,,,0.0018014063825830817,,,0.002016633516177535,,,256,0.6000000000000001,0.03841627761721611,0.043543945997953415,0.17799999999999994
sea_anemone,3,5,superresolution,0.555,874.5555555555555,1.0,0.01827741414308548,0.045589253306388855,,,0.003756188554689288,,,0.003942066803574562,,,256,0.6000000000000001,0.08010341972112656,0.08456167578697205,0.17799999999999994
shetland_sheepdog,3,5,superresolution,0.555,874.5555555555555,1.0,0.01827741414308548,0.04580584168434143,,,0.002536834916099906,,,0.0027634110301733017,,,256,0.6000000000000001,0.05409982055425644,0.05947813391685486,0.17799999999999994
breastplate_armor,3,6,box_inpainting,0.666,905.6666666666667,1.0,0.021496202796697617,0.006054256111383438,0.02357093058526516,0.00021536480926442891,0.0027704271487891674,0.0031583725940436125,0.00264111184515059,0.0029396573081612587,0.0033100254368036985,0.002816201187670231,256,0.6000000000000001,0.11651201546192169,0.12309449911117554,0.13359999999999997
crane_structure,3,6,box_inpainting,0.666,905.6666666666667,1.0,0.021496202796697617,0.006118658930063248,0.023826515302062035,0.00021604006178677082,0.0021084777545183897,0.003153713420033455,0.0017600657884031534,0.0021720421500504017,0.0031353505328297615,0.001850939472205937,256,0.6000000000000001,0.08867333829402924,0.09097848832607269,0.13359999999999997
ibex_horns,3,6,box_inpainting,0.666,905.6666666666667,1.0,0.021496202796697617,0.00608543585985899,0.02369464747607708,0.00021569861564785242,0.00472019799053669,0.005904695484787226,0.004325365647673607,0.0048888870514929295,0.00601226044818759,0.004514428786933422,256,0.6000000000000001,0.19851085543632507,0.20511536300182343,0.13359999999999997
junco,3,6,box_inpainting,0.666,905.6666666666667,1.0,0.021496202796697617,0.006122331600636244,0.02384484000504017,0.0002148282655980438,0.0013777584536001086,0.001897703274153173,0.0012044435134157538,0.001574491849169135,0.0020971980411559343,0.001400256296619773,256,0.6000000000000001,0.057942479848861694,0.06561236083507538,0.13359999999999997
lakeside_beach,3,6,box_inpainting,0.666,905.6666666666667,1.0,0.021496202796697617,0.006049255840480328,0.023551544174551964,0.00021515856496989727,0.001309787854552269,0.001961466856300831,0.0010925616370514035,0.001520636840723455,0.00216506770811975,0.001305826473981142,256,0.6000000000000001,0.05508394166827202,0.06332718580961227,0.13359999999999997
sea_anemone,3,6,box_inpainting,0.666,905.6666666666667,1.0,0.021496202796697617,0.0060825711116194725,0.023684659972786903,0.00021520724112633616,0.0026816637255251408,0.0024798333179205656,0.0027489406056702137,0.0028625125996768475,0.0026677269488573074,0.00292744068428874,256,0.6000000000000001,0.11277902126312256,0.11982505768537521,0.13359999999999997
shetland_sheepdog,3,6,box_inpainting,0.666,905.6666666666667,1.0,0.021496202796697617,0.006090662442147732,0.023713385686278343,0.00021642146748490632,0.0018178982427343726,0.0015711551532149315,0.0019001460168510675,0.002043724525719881,0.0018055043183267117,0.002123130951076746,256,0.6000000000000001,0.07645283639431,0.08530917763710022,0.13359999999999997
breastplate_armor,3,6,random_inpainting,0.666,905.6666666666667,1.0,0.021496202796697617,0.016719376668334007,0.02371012419462204,0.00021547070355154574,0.0027704271487891674,0.00277587934397161,0.0027575541753321886,0.0029396573081612587,0.0029441583901643753,0.0029290311504155397,256,0.6000000000000001,0.11651201546192169,0.12309449911117554,0.13359999999999997
crane_structure,3,6,random_inpainting,0.666,905.6666666666667,1.0,0.021496202796697617,0.01674364134669304,0.02385483682155609,0.00021602254128083587,0.0021084777545183897,0.0020953549537807703,0.0021389778703451157,0.0021720421500504017,0.0021594553254544735,0.002201296156272292,256,0.6000000000000001,0.08867333829402924,0.09097848832607269,0.13359999999999997
ibex_horns,3,6,random_inpainting,0.666,905.6666666666667,1.0,0.021496202796697617,0.01662277802824974,0.023732462897896767,0.00021674406889360398,0.00472019799053669,0.004712125286459923,0.0047388263046741486,0.0048888870514929295,0.0048813531175255775,0.004906272049993277,256,0.6000000000000001,0.19851085543632507,0.20511536300182343,0.13359999999999997
