stage,step,tau,sigma_tau,s2,gamma2,mse_x1,meas_resid,x0_rms,mse_hole,mse_obs,task,image
1,3,0.333,0.7382142857142858,1.0,0.012009454891085625,0.24839900434017181,1.4857211112976074,1.0015387535095215,0.9778081774711609,0.005262598395347595,box_inpainting,junco
1,4,0.444,0.6985714285714286,1.0,0.011795909143984318,0.23437312245368958,1.4849815368652344,0.9979171752929688,0.9216335415840149,0.005286300554871559,box_inpainting,junco
1,5,0.555,0.6589285714285714,1.0,0.011530348099768162,0.21627455949783325,1.485334873199463,1.005010962486267,0.8492698073387146,0.005276132375001907,box_inpainting,junco
1,6,0.666,0.6192857142857142,1.0,0.011259624734520912,0.1990015208721161,1.4849146604537964,0.9920858144760132,0.780470073223114,0.005178664345294237,box_inpainting,junco
1,7,0.777,0.5796428571428571,1.0,0.010943361558020115,0.18654707074165344,1.4851858615875244,1.0061179399490356,0.7305125594139099,0.005225248634815216,box_inpainting,junco
1,8,0.888,0.54,1.0,0.010707459412515163,0.17617911100387573,1.4855707883834839,1.0071406364440918,0.6888768076896667,0.005279875826090574,box_inpainting,junco
1,9,0.999,0.5003571428571428,1.0,0.010580291040241718,0.15814073383808136,1.4851113557815552,0.9874954223632812,0.6169759631156921,0.0051956488750875,box_inpainting,junco
2,0,0.0,0.6666666666666667,1.0,0.011577649042010307,0.2569597363471985,1.187247633934021,0.9937723875045776,1.0035592317581177,0.008093217387795448,box_inpainting,junco
2,1,0.111,0.6204166666666668,1.0,0.011458246037364006,0.2440427988767624,1.187890887260437,1.0020711421966553,0.9516925811767578,0.008159559220075607,box_inpainting,junco
2,2,0.222,0.5741666666666667,1.0,0.011648545041680336,0.2405063360929489,1.1867637634277344,1.0010837316513062,0.938059389591217,0.007988642901182175,box_inpainting,junco
2,3,0.333,0.5279166666666668,1.0,0.011883500963449478,0.22900444269180298,1.1885863542556763,0.9983058571815491,0.8916451334953308,0.008124205283820629,box_inpainting,junco
2,4,0.444,0.48166666666666674,1.0,0.01197701133787632,0.21985754370689392,1.1877484321594238,0.9982717037200928,0.8552601337432861,0.008056668564677238,box_inpainting,junco
2,5,0.555,0.4354166666666667,1.0,0.012359649874269962,0.21083712577819824,1.1879585981369019,1.0028070211410522,0.8192589282989502,0.008029881864786148,box_inpainting,junco
2,6,0.666,0.38916666666666666,1.0,0.012831875123083591,0.18838779628276825,1.1885863542556763,1.0008031129837036,0.7295657992362976,0.00799513515084982,box_inpainting,junco
2,7,0.777,0.34291666666666665,1.0,0.013585136272013187,0.17090176045894623,1.1886329650878906,1.0048716068267822,0.6596198081970215,0.007995735853910446,box_inpainting,junco
2,8,0.888,0.2966666666666667,1.0,0.014856654219329357,0.146174818277359,1.1866822242736816,1.0049186944961548,0.5614545941352844,0.0077482364140450954,box_inpainting,junco
2,9,0.999,0.2504166666666667,1.0,0.016559859737753868,0.13187646865844727,1.1871393918991089,0.9971063733100891,0.5043154954910278,0.007730118930339813,box_inpainting,junco
3,0,0.0,0.3999999999999999,1.0,0.009431982412934303,0.15443848073482513,0.9979957938194275,1.0001496076583862,0.6029026508331299,0.004950419068336487,box_inpainting,junco
3,1,0.111,0.3555999999999999,1.0,0.01087617315351963,0.30992811918258667,0.9942142963409424,1.001513957977295,1.2249594926834106,0.004917672835290432,box_inpainting,junco
3,2,0.222,0.3111999999999999,1.0,0.013747267425060272,0.381797730922699,0.9953345656394958,1.0013316869735718,1.5125147104263306,0.004892054013907909,box_inpainting,junco
3,3,0.333,0.2668,1.0,0.01540498249232769,0.5006015300750732,0.9908214211463928,0.9984867572784424,1.9878512620925903,0.004851555451750755,box_inpainting,junco
3,4,0.444,0.22239999999999996,1.0,0.016522610560059547,0.6530123949050903,0.9898586273193359,0.9965718388557434,2.597705125808716,0.0047813644632697105,box_inpainting,junco
3,5,0.555,0.17799999999999994,1.0,0.01827741414308548,0.7637922763824463,0.982434868812561,0.9995768070220947,3.041233777999878,0.004645064473152161,box_inpainting,junco
3,6,0.666,0.13359999999999997,1.0,0.021496202796697617,0.7998119592666626,0.9695097804069519,1.0008517503738403,3.1860249042510986,0.004407522734254599,box_inpainting,junco
3,7,0.777,0.08919999999999997,1.0,0.02786899358034134,0.824913501739502,0.9387146830558777,0.9999299049377441,3.288151741027832,0.003834082745015621,box_inpainting,junco
3,8,0.888,0.044799999999999986,1.0,0.044657252728939056,0.8684443235397339,0.8994054198265076,1.0011248588562012,3.465237617492676,0.0028464968781918287,box_inpainting,junco
3,9,0.999,0.0004000000000000003,nan,0.14477470517158508,0.8684443235397339,0.8994054198265076,1.0011248588562012,3.465237617492676,0.0028464968781918287,box_inpainting,junco
