stage,step,tau,sigma_tau,s2,gamma2,mse_x1,meas_resid,x0_rms,mse_hole,mse_obs,task,image
1,9,0.999,0.5003571428571428,0.0025,0.010580291040241718,0.015238696709275246,1.504660725593567,0.9874954223632812,0.05213943123817444,0.0029384514782577753,box_inpainting,junco
2,0,0.0,0.6666666666666667,0.0025,0.011577649042010307,0.02518981508910656,1.3217312097549438,0.9937723875045776,0.09419190138578415,0.0021891212090849876,box_inpainting,junco
2,1,0.111,0.6204166666666668,0.0025,0.011458246037364006,0.022462397813796997,1.31012761592865,1.0020711421966553,0.08329834043979645,0.0021837486419826746,box_inpainting,junco
2,2,0.222,0.5741666666666667,0.0025,0.011648545041680336,0.023814713582396507,1.2955515384674072,1.0010837316513062,0.08905381709337234,0.0020683438051491976,box_inpainting,junco
2,3,0.333,0.5279166666666668,0.0025,0.011883500963449478,0.02259233221411705,1.2900887727737427,0.9983058571815491,0.08393529057502747,0.0021446803584694862,box_inpainting,junco
2,4,0.444,0.48166666666666674,0.0025,0.01197701133787632,0.02326490730047226,1.2823764085769653,0.9982717037200928,0.0868963822722435,0.002054417273029685,box_inpainting,junco
2,5,0.555,0.4354166666666667,0.0025,0.012359649874269962,0.028184592723846436,1.2648240327835083,1.0028070211410522,0.10653135925531387,0.0020689975935965776,box_inpainting,junco
2,6,0.666,0.38916666666666666,0.0025,0.012831875123083591,0.025239964947104454,1.2554848194122314,1.0008031129837036,0.0942947268486023,0.002221711678430438,box_inpainting,junco
2,7,0.777,0.34291666666666665,0.0025,0.013585136272013187,0.026221586391329765,1.2446441650390625,1.0048716068267822,0.09780802577733994,0.0023594365920871496,box_inpainting,junco
2,8,0.888,0.2966666666666667,0.0025,0.014856654219329357,0.02569613978266716,1.2307308912277222,1.0049186944961548,0.09526578336954117,0.0025062591303139925,box_inpainting,junco
2,9,0.999,0.2504166666666667,0.0025,0.016559859737753868,0.02422761544585228,1.2210874557495117,0.9971063733100891,0.08823806047439575,0.0028907957021147013,box_inpainting,junco
3,0,0.0,0.3999999999999999,0.0025,0.009431982412934303,0.025294646620750427,1.1065093278884888,1.0001496076583862,0.09130629152059555,0.0032907617278397083,box_inpainting,junco
3,1,0.111,0.3555999999999999,0.0025,0.01087617315351963,0.025342170149087906,1.0835719108581543,1.001513957977295,0.09200268983840942,0.0031219960656017065,box_inpainting,junco
3,2,0.222,0.3111999999999999,0.0025,0.013747267425060272,0.02988879755139351,1.1035956144332886,1.0013316869735718,0.10970401763916016,0.0032837220933288336,box_inpainting,junco
3,3,0.333,0.2668,0.0025,0.01540498249232769,0.08371652662754059,1.2585442066192627,0.9984867572784424,0.3212808668613434,0.00452839769423008,box_inpainting,junco
3,4,0.444,0.22239999999999996,0.0025,0.016522610560059547,0.12553401291370392,1.1269854307174683,0.9965718388557434,0.4916411340236664,0.0034982801880687475,box_inpainting,junco
3,5,0.555,0.17799999999999994,0.0025,0.01827741414308548,0.17556600272655487,1.0064935684204102,0.9995768070220947,0.6943796277046204,0.0026280914898961782,box_inpainting,junco
3,6,0.666,0.13359999999999997,0.0025,0.021496202796697617,0.22210584580898285,0.9743191599845886,1.0008517503738403,0.8811766505241394,0.0024155888240784407,box_inpainting,junco
3,7,0.777,0.08919999999999997,0.0025,0.02786899358034134,0.2557307779788971,0.9459087252616882,0.9999298453330994,1.0163220167160034,0.0022003352642059326,box_inpainting,junco
3,8,0.888,0.044799999999999986,0.0025,0.044657252728939056,0.28671300411224365,0.9280768036842346,1.0011248588562012,1.140495777130127,0.0021187688689678907,box_inpainting,junco
3,9,0.999,0.0004000000000000003,nan,0.14477470517158508,0.28671300411224365,0.9280768036842346,1.0011248588562012,1.140495777130127,0.0021187688689678907,box_inpainting,junco
