stage,step,tau,sigma_tau,s2,gamma2,mse_x1,meas_resid,x0_rms,blk1_cg_iters,blk1_cg_resid,blk1_cg_converged,mse_hole,mse_obs,frame,mse_full,psnr_full,x0_sq_over_n,hole_full,obs_full,arm
1,0,0.0,0.8571428571428572,0.04718059426719991,0.013227979652583599,0.034816350787878036,1.4853142499923706,1.0041356086730957,18,9.535847311781254e-06,1,0.12440628558397293,0.004953034222126007,10,0.0430690161883831,19.678950399005455,1.0082883834838867,0.1366921067237854,0.011861320585012436,pooled_junco
1,1,0.111,0.8175000000000001,0.04718059426719991,0.012689127586781979,0.039784226566553116,1.485121250152588,0.9955300688743591,15,9.832590876612812e-06,1,0.14412344992160797,0.005004478618502617,11,0.04803689569234848,19.20485057277451,0.9910801649093628,0.15640927851200104,0.011912764981389046,pooled_junco
1,2,0.222,0.7778571428571429,0.04718059426719991,0.012317526154220104,0.031114783138036728,1.4856001138687134,0.9890120625495911,16,9.892095476971008e-06,1,0.10946077853441238,0.004999450407922268,12,0.03936745598912239,20.069226406876993,0.9781448841094971,0.12174660712480545,0.011907737702131271,pooled_junco
1,3,0.333,0.7382142857142858,0.04718059426719991,0.012009454891085625,0.031886301934719086,1.4855440855026245,0.9963897466659546,16,6.190425210661488e-06,1,0.11261240392923355,0.004977598320692778,13,0.04013897106051445,19.984937559235874,0.9927924871444702,0.12489823251962662,0.011885885149240494,pooled_junco
1,4,0.444,0.6985714285714286,0.04718059426719991,0.011795909143984318,0.03217654675245285,1.485342025756836,0.9943422675132751,16,6.2826602515997365e-06,1,0.11368755251169205,0.0050062076188623905,14,0.04042921960353851,19.953646330056152,0.9887166023254395,0.1259733885526657,0.011914495378732681,pooled_junco
1,5,0.555,0.6589285714285714,0.04718059426719991,0.011530348099768162,0.031454574316740036,1.4855064153671265,1.0022141933441162,16,6.199692052177852e-06,1,0.1108272448182106,0.004997016862034798,15,0.0397072434425354,20.031902528223647,1.004433274269104,0.12311306595802307,0.011905303224921227,pooled_junco
1,6,0.666,0.6192857142857142,0.04718059426719991,0.011259624734520912,0.029931962490081787,1.4855669736862183,0.9953421354293823,16,6.099578058638144e-06,1,0.10481605678796768,0.0049705966375768185,16,0.03818463534116745,20.20171343831402,0.9907059669494629,0.11710188537836075,0.01187888253480196,pooled_junco
1,7,0.777,0.5796428571428571,0.04718059426719991,0.010943361558020115,0.03095538541674614,1.485508918762207,1.013023853302002,16,9.954938832379412e-06,1,0.10888152569532394,0.00498000206425786,17,0.039208054542541504,20.08684697673513,1.0262173414230347,0.12116736173629761,0.011888288892805576,pooled_junco
1,8,0.888,0.54,0.04718059426719991,0.010707459412515163,0.030244573950767517,1.485191822052002,1.0010820627212524,15,9.609324479242787e-06,1,0.1059495210647583,0.005009593907743692,18,0.03849724680185318,20.16630320040708,1.0021653175354004,0.11823534965515137,0.011917879804968834,pooled_junco
1,9,0.999,0.5003571428571428,0.04718059426719991,0.010580291040241718,0.029284626245498657,1.485282301902771,0.9915290474891663,16,9.763108209881466e-06,1,0.10200262069702148,0.005045292899012566,19,0.03753729909658432,20.275969705026316,0.9831298589706421,0.11428844928741455,0.011953579261898994,pooled_junco
2,0,0.0,0.6666666666666667,0.05210772396874556,0.011577649042010307,0.034770190715789795,1.1875845193862915,0.9932594299316406,18,6.821238002885366e-06,1,0.11831030994653702,0.006923482287675142,20,0.038095735013484955,20.21183634124505,0.9865643382072449,0.12382712215185165,0.009518603794276714,pooled_junco
2,1,0.111,0.6204166666666668,0.05210772396874556,0.011458246037364006,0.034238606691360474,1.1867997646331787,0.9982382655143738,17,6.782887794543058e-06,1,0.11613074690103531,0.006941219326108694,21,0.03756414353847504,20.272864999425366,0.9964796900749207,0.12164755910634995,0.009536339901387691,pooled_junco
2,2,0.222,0.5741666666666667,0.05210772396874556,0.011648545041680336,0.036632612347602844,1.1880784034729004,0.9935749769210815,17,6.672895324300043e-06,1,0.12555669248104095,0.006991249974817038,22,0.039958156645298004,20.00454546239501,0.9871912002563477,0.1310734897851944,0.009586370550096035,pooled_junco
2,3,0.333,0.5279166666666668,0.05210772396874556,0.011883500963449478,0.036913760006427765,1.186997890472412,1.0033557415008545,17,6.843403753009625e-06,1,0.1267394870519638,0.006971847731620073,23,0.040239300578832626,19.974095679230675,1.0067226886749268,0.13225628435611725,0.00956696830689907,pooled_junco
2,4,0.444,0.48166666666666674,0.05210772396874556,0.01197701133787632,0.03516003489494324,1.1862713098526,0.9992911219596863,17,6.946836947463453e-06,1,0.11967378854751587,0.0069887819699943066,24,0.0384855754673481,20.167620064627286,0.9985827803611755,0.1251906007528305,0.009583903476595879,pooled_junco
2,5,0.555,0.4354166666666667,0.05210772396874556,0.012359649874269962,0.034760139882564545,1.1862388849258423,0.999274492263794,17,6.564388058905024e-06,1,0.11799508333206177,0.0070151579566299915,25,0.038085680454969406,20.212982720392716,0.9985494613647461,0.12351187318563461,0.009610278531908989,pooled_junco
2,6,0.666,0.38916666666666666,0.05210772396874556,0.012831875123083591,0.03467218950390816,1.1862003803253174,1.005765676498413,17,6.429181212297408e-06,1,0.11760745197534561,0.00702710123732686,26,0.03799773007631302,20.22302337994745,1.0115644931793213,0.12312424927949905,0.009622220881283283,pooled_junco
2,7,0.777,0.34291666666666665,0.05210772396874556,0.013585136272013187,0.03471645712852478,1.1858716011047363,0.9958307147026062,17,6.014406608301215e-06,1,0.11760744452476501,0.007086131256073713,27,0.03804200142621994,20.217966338118526,0.9916788339614868,0.12312424182891846,0.00968125183135271,pooled_junco
2,8,0.888,0.2966666666666667,0.05210772396874556,0.014856654219329357,0.035297948867082596,1.1850436925888062,0.9982457160949707,16,9.310111636295915e-06,1,0.11996906250715256,0.007074241992086172,28,0.03862348943948746,20.152084837733526,0.996494472026825,0.1254858523607254,0.00966936256736517,pooled_junco
2,9,0.999,0.2504166666666667,0.05210772396874556,0.016559859737753868,0.03621881455183029,1.1849956512451172,0.9975922703742981,16,8.51447202876443e-06,1,0.12355224043130875,0.007107667624950409,29,0.03954435512423515,20.049754937183735,0.9951903223991394,0.12906904518604279,0.009702789597213268,pooled_junco
3,0,0.0,0.3999999999999999,0.05543326541794339,0.009436266363731452,0.03878363221883774,0.9873861074447632,0.9988605380058289,3,4.5684546423618855e-11,1,0.14101779460906982,0.004705572500824928,30,0.03878363221883774,20.134115115277954,0.997722327709198,0.14101779460906982,0.004705572500824928,pooled_junco
3,1,0.111,0.3555999999999999,0.05543326541794339,0.01041741163602897,0.03759441524744034,0.9853315949440002,0.9994952082633972,3,4.7373608508261e-11,1,0.1363174468278885,0.004686734639108181,31,0.03759441524744034,20.269366572344087,0.9989907145500183,0.1363174468278885,0.004686734639108181,pooled_junco
3,2,0.222,0.3111999999999999,0.05543326541794339,0.011588477263493198,0.03739103674888611,0.9808769822120667,0.9979333281517029,3,7.258271761401147e-11,1,0.13559891283512115,0.004655071534216404,32,0.03739103674888611,20.29292484235306,0.9958709478378296,0.13559891283512115,0.004655071534216404,pooled_junco
3,3,0.333,0.2668,0.05543326541794339,0.012996630277484655,0.03702400252223015,0.9832932949066162,0.9995566010475159,3,2.8935437379473683e-10,1,0.13418102264404297,0.00463832775130868,33,0.03702400252223015,20.335766244703464,0.9991134405136108,0.13418102264404297,0.00463832775130868,pooled_junco
3,4,0.444,0.22239999999999996,0.05543326541794339,0.014714584685862064,0.037112023681402206,0.9814714789390564,1.002792477607727,3,1.5840471989658766e-10,1,0.13460923731327057,0.004612951539456844,34,0.037112023681402206,20.325453546912886,1.005592703819275,0.13460923731327057,0.004612951539456844,pooled_junco
3,5,0.555,0.17799999999999994,0.05543326541794339,0.01717439160815307,0.03797677531838417,0.9767264723777771,0.9969486594200134,3,2.742468196981207e-10,1,0.13831891119480133,0.004529397469013929,35,0.03797677531838417,20.225419061478146,0.9939066767692566,0.13831891119480133,0.004529397469013929,pooled_junco
3,6,0.666,0.13359999999999997,0.05543326541794339,0.020981202567262307,0.03945668041706085,0.9654027819633484,0.9984063506126404,3,4.822552912564504e-10,1,0.14486241340637207,0.0043214354664087296,36,0.03945668041706085,20.059394470868234,0.9968152046203613,0.14486241340637207,0.0043214354664087296,pooled_junco
3,7,0.777,0.08919999999999997,0.05543326541794339,0.027574546369058744,0.04023809731006622,0.9422415494918823,1.001672625541687,3,2.5741583864480333e-10,1,0.1492232382297516,0.003909721039235592,37,0.04023809731006622,19.97422554749164,1.0033479928970337,0.1492232382297516,0.003909721039235592,pooled_junco
3,8,0.888,0.044799999999999986,0.05543326541794339,0.044128120211618285,0.03978276625275612,0.9054460525512695,0.999598503112793,3,1.1861041315786025e-10,1,0.14951901137828827,0.003204020671546459,38,0.03978276625275612,20.02365013280153,0.9991971850395203,0.14951901137828827,0.003204020671546459,pooled_junco
3,9,0.999,0.0004000000000000003,0.05543326541794339,0.1419714934059552,0.03978525847196579,0.9054578542709351,1.0004853010177612,1,1.1917901474589598e-06,1,0.14952899515628815,0.0032040083315223455,39,0.03978525847196579,20.02337807450813,1.0009708404541016,0.14952899515628815,0.0032040083315223455,pooled_junco
0,0,0.0,1.0,0.24318520724773407,0.009970428422093391,0.056774623692035675,1.9362515211105347,1.0024131536483765,300,0.00909494236111641,0,0.20551826059818268,0.007193405646830797,0,0.07250835001468658,17.41671968805393,1.0048320293426514,0.22677266597747803,0.021086908876895905,spectral
0,1,0.111,0.9722500000000001,0.24318520724773407,0.010642001405358315,0.05780620872974396,1.9361273050308228,0.984796941280365,300,0.0008453849004581571,0,0.20945429801940918,0.00725683756172657,1,0.07353992760181427,17.355367933467647,0.9698249697685242,0.23070867359638214,0.021150343120098114,spectral
0,2,0.222,0.9445,0.24318520724773407,0.01062399335205555,0.06744176894426346,1.9363486766815186,1.0142161846160889,300,0.0008051334298215806,0,0.24809683859348297,0.007223404012620449,2,0.08317549526691437,16.820645957811198,1.0286344289779663,0.26935121417045593,0.02111690863966942,spectral
0,3,0.333,0.9167500000000001,0.24318520724773407,0.009873627685010433,0.06450468301773071,1.9363538026809692,0.9999520778656006,300,0.0007854395662434399,0,0.23662708699703217,0.007130548357963562,3,0.08023840934038162,16.976776807565553,0.9999041557312012,0.25788143277168274,0.021024052053689957,spectral
0,4,0.444,0.889,0.24318520724773407,0.009073696099221706,0.06788808107376099,1.9363343715667725,0.9947441220283508,300,0.00046577112516388297,0,0.2500459849834442,0.007168779615312815,4,0.0836217999458313,16.797404798938924,0.9895159006118774,0.271300345659256,0.02106228470802307,spectral
0,5,0.555,0.86125,0.24318520724773407,0.008365506306290627,0.07289232313632965,1.9362579584121704,1.0126255750656128,300,0.000379521690774709,0,0.2699086666107178,0.007220200262963772,5,0.08862604945898056,16.544986004395675,1.025410532951355,0.29116305708885193,0.02111370675265789,spectral
0,6,0.666,0.8335,0.24318520724773407,0.007804953958839178,0.06594216823577881,1.9362497329711914,0.9999905228614807,300,0.00032145684235729277,0,0.24216938018798828,0.007199750281870365,6,0.08167587965726852,16.899661707609535,0.9999811053276062,0.26342377066612244,0.021093254908919334,spectral
0,7,0.777,0.80575,0.24318520724773407,0.0074211894534528255,0.05652960389852524,1.9361745119094849,1.0016690492630005,300,0.0001784398191375658,0,0.20451445877552032,0.007201311644166708,7,0.07226333022117615,17.431420193802953,1.0033409595489502,0.22576884925365448,0.02109481580555439,spectral
0,8,0.888,0.778,0.24318520724773407,0.00719289667904377,0.0649506151676178,1.9363224506378174,0.994405210018158,300,0.00016467362002003938,0,0.238486185669899,0.007105419412255287,8,0.08068433403968811,16.95270772598259,0.988841712474823,0.25974056124687195,0.02099892497062683,spectral
0,9,0.999,0.75025,0.24318520724773407,0.007022725883871317,0.06365896761417389,1.9361904859542847,0.9973888993263245,300,7.329185609705746e-05,0,0.23324288427829742,0.007130990270525217,9,0.0793926939368248,17.02279452741078,0.9947845935821533,0.2544972896575928,0.021024495363235474,spectral
1,0,0.0,0.8571428571428572,0.25738808512687683,0.013227979652583599,0.055708419531583786,1.4906574487686157,1.0041356086730957,300,0.011922950856387615,0,0.21188253164291382,0.0036503842566162348,10,0.06396108865737915,17.961441442295506,1.0082883834838867,0.2241683453321457,0.01055867038667202,spectral
1,1,0.111,0.8175000000000001,0.25738808512687683,0.012689127586781979,0.06671653687953949,1.489394187927246,0.9955300688743591,300,0.0025359822902828455,0,0.2555343806743622,0.003777251113206148,11,0.07496920973062515,17.271770584655453,0.9910801649093628,0.26782020926475525,0.01068553701043129,spectral
1,2,0.222,0.7778571428571429,0.25738808512687683,0.012317526154220104,0.05358511954545975,1.4899712800979614,0.9890120625495911,300,0.0017305348301306367,0,0.20299787819385529,0.0037808625493198633,12,0.06183779239654541,18.108060144136836,0.9781448245048523,0.21528370678424835,0.010689148679375648,spectral
1,3,0.333,0.7382142857142858,0.25738808512687683,0.012009454891085625,0.046872518956661224,1.490065336227417,0.9963897466659546,300,0.0008569435449317098,0,0.176130473613739,0.003786531277000904,13,0.05512518808245659,18.607099070736787,0.9927924871444702,0.18841630220413208,0.010694817639887333,spectral
1,4,0.444,0.6985714285714286,0.25738808512687683,0.011795909143984318,0.036286234855651855,1.4896095991134644,0.9943422675132751,300,0.00033759616781026125,0,0.13381634652614594,0.0037761935964226723,14,0.04453890770673752,19.533204293428614,0.9887166023254395,0.146102175116539,0.010684479959309101,spectral
1,5,0.555,0.6589285714285714,0.25738808512687683,0.011530348099768162,0.036115117371082306,1.4900470972061157,1.0022141933441162,300,0.00018937818822450936,0,0.13303600251674652,0.0038081530947238207,15,0.04436778649687767,19.549922289664035,1.004433274269104,0.1453218311071396,0.01071644015610218,spectral
1,6,0.666,0.6192857142857142,0.25738808512687683,0.011259624734520912,0.0298013873398304,1.4900352954864502,0.9953421354293823,300,6.794852379243821e-05,0,0.10782893747091293,0.003792200703173876,16,0.03805406019091606,20.216589905515143,0.9907059669494629,0.120114766061306,0.010700487531721592,spectral
1,7,0.777,0.5796428571428571,0.25738808512687683,0.010943361558020115,0.030326485633850098,1.4897857904434204,1.013023853302002,300,2.0087511074962094e-05,0,0.10981159657239914,0.0038314503617584705,17,0.03857915475964546,20.15707282982333,1.0262173414230347,0.12209741026163101,0.010739737190306187,spectral
1,8,0.888,0.54,0.25738808512687683,0.010707459412515163,0.033972062170505524,1.489650845527649,1.0010820627212524,282,9.900024451781064e-06,1,0.1244264543056488,0.0038205969613045454,18,0.042224735021591187,19.764930584613957,1.0021653175354004,0.13671228289604187,0.010728884488344193,spectral
1,9,0.999,0.5003571428571428,0.25738808512687683,0.010580291040241718,0.030754834413528442,1.4892661571502686,0.9915290474891663,245,9.764033165993169e-06,1,0.11131703853607178,0.0039007673040032387,19,0.039007507264614105,20.109117932800224,0.9831298589706421,0.12360286712646484,0.010809053666889668,spectral
2,0,0.0,0.6666666666666667,0.2672794461250305,0.011577649042010307,0.03666400536894798,1.2082041501998901,0.9932594299316406,300,0.0006549613317474723,0,0.137008935213089,0.0032156924717128277,20,0.039989545941352844,20.001135183343365,0.9865643382072449,0.14252573251724243,0.0058108139783144,spectral
2,1,0.111,0.6204166666666668,0.2672794461250305,0.011458246037364006,0.039054177701473236,1.207296371459961,0.9982382655143738,300,0.0001286992192035541,0,0.14650855958461761,0.0032360556069761515,21,0.042379721999168396,19.749018878116843,0.9964796900749207,0.15202534198760986,0.0058311764150857925,spectral
2,2,0.222,0.5741666666666667,0.2672794461250305,0.011648545041680336,0.034872330725193024,1.207230806350708,0.9935749769210815,300,4.0612656448502094e-05,0,0.12966714799404144,0.0032740554306656122,22,0.038197871297597885,20.200208302347438,0.9871912002563477,0.13518394529819489,0.005869176704436541,spectral
2,3,0.333,0.5279166666666668,0.2672794461250305,0.011883500963449478,0.036648087203502655,1.205620288848877,1.0033557415008545,300,1.2725176020467188e-05,0,0.13674229383468628,0.0032833490986377,23,0.039973627775907516,20.002864272168853,1.0067226886749268,0.14225910604000092,0.0058784703724086285,spectral
2,4,0.444,0.48166666666666674,0.2672794461250305,0.01197701133787632,0.034305837005376816,1.2056411504745483,0.9992911219596863,265,9.872943337541074e-06,1,0.127179816365242,0.0033478429540991783,24,0.03763137757778168,20.265098744304133,0.9985827803611755,0.13269661366939545,0.005942963995039463,spectral
2,5,0.555,0.4354166666666667,0.2672794461250305,0.012359649874269962,0.03071570210158825,1.2032358646392822,0.999274492263794,217,9.845310160017107e-06,1,0.11245819926261902,0.0034682005643844604,25,0.03404124453663826,20.700545619625853,0.9985494613647461,0.11797499656677246,0.006063321605324745,spectral
2,6,0.666,0.38916666666666666,0.2672794461250305,0.012831875123083591,0.032202642410993576,1.2019168138504028,1.005765676498413,176,9.72365614870796e-06,1,0.11832796782255173,0.0034941965714097023,26,0.03552818298339844,20.514869943779594,1.0115644931793213,0.12384476512670517,0.0060893171466887,spectral
2,7,0.777,0.34291666666666665,0.2672794461250305,0.013585136272013187,0.034822747111320496,1.1999480724334717,0.9958307147026062,142,9.965356184693519e-06,1,0.12833325564861298,0.0036525751929730177,27,0.038148291409015656,20.205848998431755,0.9916788339614868,0.13385005295276642,0.006247696001082659,spectral
2,8,0.888,0.2966666666666667,0.2672794461250305,0.014856654219329357,0.03440648317337036,1.1976655721664429,0.9982457160949707,116,9.560621037962846e-06,1,0.12660275399684906,0.003674389561638236,28,0.03773202747106552,20.25349849370039,0.996494472026825,0.1321195513010025,0.006269510369747877,spectral
2,9,0.999,0.2504166666666667,0.2672794461250305,0.016559859737753868,0.034892741590738297,1.195971131324768,0.9975922703742981,91,9.23192965274211e-06,1,0.12786419689655304,0.0039022539276629686,29,0.03821828216314316,20.19788828855807,0.9951903223991394,0.13338099420070648,0.00649737473577261,spectral
3,0,0.0,0.3999999999999999,0.2755221128463745,0.009436266363731452,0.038256339728832245,0.9614808559417725,0.9988605380058289,176,9.757884072314482e-06,1,0.14328277111053467,0.003247529733926058,30,0.038256339728832245,20.19356575861834,0.997722327709198,0.14328277111053467,0.003247529733926058,spectral
3,1,0.111,0.3555999999999999,0.2755221128463745,0.01041741163602897,0.03820348158478737,0.9578740000724792,0.9994952082633972,144,9.650571882957593e-06,1,0.14313746988773346,0.003225485095754266,31,0.03820348158478737,20.199570482026008,0.9989907145500183,0.14313746988773346,0.003225485095754266,spectral
3,2,0.222,0.3111999999999999,0.2755221128463745,0.011588477263493198,0.03954703360795975,0.9533426761627197,0.9979333281517029,118,9.800033694773447e-06,1,0.1486111283302307,0.003192332573235035,32,0.03954703360795975,20.049460783617704,0.9958709478378296,0.1486111283302307,0.003192332573235035,spectral
3,3,0.333,0.2668,0.2755221128463745,0.012996630277484655,0.03946845978498459,0.9571695327758789,0.9995566010475159,96,9.111073268286418e-06,1,0.14825423061847687,0.0032065322156995535,33,0.03946845978498459,20.058098124858713,0.9991134405136108,0.14825423061847687,0.0032065322156995535,spectral
3,4,0.444,0.22239999999999996,0.2755221128463745,0.014714584685862064,0.039661288261413574,0.955036461353302,1.002792477607727,76,9.189983757096343e-06,1,0.14908725023269653,0.0031859620939940214,34,0.039661288261413574,20.036931746574535,1.005592703819275,0.14908725023269653,0.0031859620939940214,spectral
3,5,0.555,0.17799999999999994,0.2755221128463745,0.01717439160815307,0.03905665874481201,0.9527081251144409,0.9969486594200134,58,8.847424396662973e-06,1,0.14678514003753662,0.003147162962704897,35,0.03905665874481201,20.10364904213263,0.9939066767692566,0.14678514003753662,0.003147162962704897,spectral
3,6,0.666,0.13359999999999997,0.2755221128463745,0.020981202567262307,0.03922519087791443,0.9474759697914124,0.9984063506126404,42,8.399205398745835e-06,1,0.14767120778560638,0.003076520748436451,36,0.03922519087791443,20.08494925696821,0.9968152046203613,0.14767120778560638,0.003076520748436451,spectral
3,7,0.777,0.08919999999999997,0.2755221128463745,0.027574546369058744,0.03929159790277481,0.9344961643218994,1.001672625541687,27,9.94847960100742e-06,1,0.14844800531864166,0.0029061278328299522,37,0.03929159790277481,20.0776030035666,1.0033479928970337,0.14844800531864166,0.0029061278328299522,spectral
3,8,0.888,0.044799999999999986,0.2755221128463745,0.044128120211618285,0.03924785554409027,0.91924649477005,0.999598503112793,14,8.443680599157233e-06,1,0.14905577898025513,0.0026452168822288513,38,0.03924785554409027,20.082440589297757,0.9991971850395203,0.14905577898025513,0.0026452168822288513,spectral
3,9,0.999,0.0004000000000000003,0.2755221128463745,0.1419714934059552,0.03924788162112236,0.9192571640014648,1.0004853010177612,1,1.0934039664789452e-06,1,0.149056077003479,0.002645147033035755,39,0.03924788162112236,20.082437703762427,1.0009708404541016,0.149056077003479,0.002645147033035755,spectral
